,id,Genre,Track,Artist,valence,energy,danceability,key,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,popularity,audio,energy_standard,valence_standard
1570,2RXzzOxmBlffT81fjwBSVh,latin,Pineapple,KAROL G,0.679,0.667,0.7859999999999999,4,-4.835,0.066,0.0431,3.52e-06,0.3929999999999999,94.94,178346,51,0,0.019514884200013502,0.6900633716663956
1608,1fYm09PP9E06oukOTlNFmw,show-tunes,"Come What May - From ""Moulin Rouge"" Soundtrack",Various Artists,0.153,0.513,0.288,7,-7.717,0.0354,0.7090000000000001,1.13e-06,0.0886,132.219,287133,51,0,-0.5934929465600726,-1.265242474877708
1607,17jeLyQcEUmKv3MXeEo79k,r-n-b,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",Lil Duval,0.427,0.727,0.8740000000000001,8,-7.689,0.0777,0.09,5.83e-06,0.0759,98.97,214159,51,https://p.scdn.co/mp3-preview/d6dbf06aad135bf64ec24745e9128e2cb45b3ecc?cid=b39a670615f14cfca30a8178b3bc3ed6,0.25834910397667016,-0.24669912515701548
1606,5y1iInKBJiE9Qfi4eKOal9,chill,Love Lost,The Temper Trap,0.346,0.574,0.55,7,-7.427,0.0341,0.0189,0.568,0.109,122.579,212320,51,https://p.scdn.co/mp3-preview/32a638af51d5b5d70e27b46b1982fc068011be9a?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.35067815645380496,-0.5478013562788262
1605,1nas007nDbzLwDGwvMdz79,party,How You Love Me,3LAU,0.286,0.789,0.496,1,-3.648,0.0839,0.183,0.0,0.34,127.961,210468,51,0,0.5051444644125491,-0.7708400459986859
1604,1u6GCyU5atrzrAqwC55og1,party,#GETITRIGHT,Miley Cyrus,0.7140000000000001,0.614,0.8440000000000001,5,-6.19,0.0708,0.0581,6.99e-06,0.0769,116.034,264706,51,https://p.scdn.co/mp3-preview/6baead44451496dd85e52ef7d54c2fb44b36e8f6?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.19145534326936692,0.8201692740029806
1603,6jrFTDTF8VWnxuPPRGCf9k,latino,En la Ciudad de la Furia - En Vivo Me Verás Volver Gira 2007,Soda Stereo,0.4589999999999999,0.895,0.544,11,-6.141,0.0343,0.000729,0.0748,0.411,126.028,396360,51,https://p.scdn.co/mp3-preview/e1f098e77cf7db464da85d2948a7704fb34c326d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9270849193513095,-0.1277451573064239
1601,49nmsafpkJp2lDj9b4jkxh,punk-rock,The Mighty Fall,Fall Out Boy,0.539,0.95,0.511,4,-3.833,0.184,0.0612,0.0,0.203,151.94299999999998,212466,51,0,1.1460162874799114,0.16963976232005618
1592,35YZB3NoKwJezIXb1OWaJd,emo,Hallelujah,Paramore,0.4379999999999999,0.863,0.396,11,-2.6460000000000004,0.0453,0.000787,1.95e-06,0.2789999999999999,150.778,203640,51,https://p.scdn.co/mp3-preview/3e336c8c89937577868b4ffd349f89e413966e59?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7997066688037591,-0.2058086987083749
1600,0nejfXN5tjdICWIdfakXWx,club,Lionhearted,Porter Robinson,0.349,0.74,0.621,8,-6.925,0.034,0.0244,0.0021899999999999,0.174,119.993,266106,51,0,0.3100965182616125,-0.5366494217928331
1598,1Pa6vEvBMLyHcgNxU8yk23,latin,Confia Remix,Juhn,0.412,0.573,0.637,7,-4.183,0.236,0.203,0.0,0.0685,125.616,234680,51,https://p.scdn.co/mp3-preview/be09e56c1020a39971b495e9d0b479d3db37cc93?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.3546587267834159,-0.30245879758698047
1597,1uUmQer0sSx0YlD0FiOCk5,philippines-opm,Minsan,Eraserheads,0.5760000000000001,0.677,0.494,1,-9.268,0.0467,0.211,0.0,0.102,144.079,257453,51,https://p.scdn.co/mp3-preview/d7d036581343f5dda7cf7074de15ac1d0760685c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.05932058749612302,0.30718028764730315
1596,3E3S5LUXcNnTw26mZ8SVp1,german,She Makes Me Go (feat. Sean Paul) - Radio Edit,Arash,0.4679999999999999,0.904,0.708,2,-2.988,0.0369,0.084,1.88e-06,0.207,133.003,178533,51,https://p.scdn.co/mp3-preview/181f97d4b2bb6333356f9afb0918471372a12ff5?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9629100523178081,-0.09428935384844493
1595,5dzV75f9qVXVvdXLTqIG4L,r-n-b,Primetime (feat. Miguel),Janelle Monáe,0.34,0.465,0.667,8,-8.096,0.0339,0.0426,0.00649,0.465,123.883,280080,51,https://p.scdn.co/mp3-preview/1ded809441d4e3fae9012ddd65d8d78b75e03c38?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7845603223813981,-0.570105225250812
1594,76aadnUFFANRNDs6L3aqxw,emo,Through Glass,Stone Sour,0.434,0.753,0.545,3,-4.618,0.036,0.0417,0.0,0.389,105.754,282946,51,https://p.scdn.co/mp3-preview/4c5bb5bb898c30d9d69c92558cf4b2f612c30034?cid=b39a670615f14cfca30a8178b3bc3ed6,0.3618439325465549,-0.22067794468969848
1593,3xCKdkgo7V7WfCyCPvhtyz,pagode,Brilho de Cristal / É de Arrepiar / Saudade de Nós - Ao Vivo,Pixote,0.7559999999999999,0.846,0.534,9,-6.405,0.0923,0.484,0.0,0.959,100.628,361600,51,https://p.scdn.co/mp3-preview/c89443086a35bfea95bf95737f0e2762aa2a7277?cid=b39a670615f14cfca30a8178b3bc3ed6,0.732036973200373,0.9762963568068816
1571,4WmS1ZuledEAlrpJv1E22s,hip-hop,Remember You (feat. blackbear),G-Eazy,0.207,0.565,0.654,4,-8.741,0.196,0.345,0.0,0.157,140.079,215880,51,https://p.scdn.co/mp3-preview/435f03d88e3940c04f8bdb69c58267141248cd5a?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.38650328942030354,-1.0645076541298346
1572,0n0eMsX7WgEtc7dlscbuKU,rock-n-roll,Fly Away,Lenny Kravitz,0.7090000000000001,0.868,0.597,7,-5.095,0.0526,0.0212,0.0,0.664,160.02100000000002,221893,51,0,0.8196095204518139,0.8015827165263255
1569,7F0dwqgKzlaIRrngChBRAc,grunge,Stop,Jane's Addiction,0.362,0.752,0.433,9,-8.365,0.113,0.0116,0.000667,0.59,122.901,254839,51,https://p.scdn.co/mp3-preview/3bf314415d439417b8097648a698d71be81f7939?cid=b39a670615f14cfca30a8178b3bc3ed6,0.3578633622169439,-0.4883243723535302
1550,3VPBqHUd17ZvEgabW9ZOUU,drum-and-bass,Ghost Assassin - Original Mix,Maduk,0.0798,0.923,0.483,7,-4.477,0.0475,0.00809,4.06e-05,0.0929,176.00099999999998,221624,51,https://p.scdn.co/mp3-preview/17ad59d7677ced819ee8b9ee2a3ebb7b5d2eab4c?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0385408885804162,-1.537349676335937
1548,5FtKix007hseKxb8U5uNa2,metalcore,Alone,Bullet For My Valentine,0.08,0.97,0.321,7,-3.509,0.0644,2.2e-05,0.0047,0.118,119.005,356280,51,https://p.scdn.co/mp3-preview/266a05490a87959b64aa12952aa6927aa31cbc52?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2256276940721305,-1.5366062140368708
1547,2qeESyQyH7MRHCBotCQsNq,synth-pop,Hungry Like the Wolf,Duran Duran,0.605,0.888,0.664,7,-5.1610000000000005,0.067,0.0252,0.0,0.216,127.369,209546,51,https://p.scdn.co/mp3-preview/8187f847dda821da079d0e24add8dd62764635b4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8992209270440329,0.4149823210119017
1546,1P30N7kY4XwOw7vwmjRxPH,punk-rock,Empty Apartment,Yellowcard,0.268,0.6659999999999999,0.355,0,-6.263,0.0364,9.21e-05,0.0,0.1159999999999999,183.896,216693,51,0,0.015534313870402109,-0.8377516529146437
1545,4ZALd5LmXSciq8xuorcS0K,swedish,Hon gör allt för att göra mig lycklig,Tomas Ledin,0.705,0.6579999999999999,0.769,9,-9.163,0.0469,0.0203,0.0016,0.0642,104.002,204640,51,0,-0.016310248766485503,0.7867134705450012
1544,5VHwEHR0IfvV4f7V7o0qnt,emo,"Nails for Breakfast, Tacks for Snacks",Panic! At The Disco,0.621,0.946,0.6,5,-4.134,0.114,0.0131,0.0,0.296,145.004,203840,51,https://p.scdn.co/mp3-preview/40efdf731b5e5140c5e7c5074f82ecda0179f012?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1300940061614677,0.4744593049371977
1543,78H72MElkOY9cRnaudxZFY,electronic,Fresh,Daft Punk,0.174,0.952,0.503,1,-9.308,0.5720000000000001,0.268,0.272,0.875,126.345,244400,51,https://p.scdn.co/mp3-preview/f1baba65ade7d9a3e19adfa1cb1df1d17e51903a?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1539774281391333,-1.1871789334757574
1542,3vMIAawCfJdR6A86JGqLc5,r-n-b,4AM,Melanie Fiona,0.344,0.445,0.467,0,-7.155,0.0448,0.628,0.0,0.0798,128.399,290026,51,0,-0.864171728973617,-0.5552359792694882
1540,1EqYoza9iMnxB9O0TwAeOO,swedish,Albatraoz,Albatraoz,0.7979999999999999,0.731,0.903,8,-5.101,0.1009999999999999,0.271,0.0,0.0699,127.813,190040,51,https://p.scdn.co/mp3-preview/72b990d5440228a56982e369296d8f1fb956b765?cid=b39a670615f14cfca30a8178b3bc3ed6,0.27427138529511397,1.1324234396107837
1539,4mJmi9z3o1B6k2vry39Ufh,heavy-metal,Heavy Metal Never Dies,Iron Savior,0.414,0.972,0.491,9,-3.125,0.0935,0.0266,0.00128,0.257,137.94899999999998,254386,51,0,1.2335888347313524,-0.29502417459631847
1538,2kmOzndbVl8GomtgVGmEHS,electronic,At The End Of The Day,Amon Tobin,0.3289999999999999,0.78,0.465,8,-7.064,0.0323,0.264,3.68e-05,0.35,81.98899999999999,192200,51,https://p.scdn.co/mp3-preview/04fc19dfa94e62531b56ac2790342af9d2568cfa?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4693193314460506,-0.6109956516994534
1537,7nBARurNPIRVcf81uOFz3i,swedish,Jag ger dig min morgon,Fred Åkerström,0.2689999999999999,0.23,0.542,7,-13.722,0.0315,0.867,0.0317,0.114,108.833,226426,51,https://p.scdn.co/mp3-preview/df894360155befdb34bc9492c60973816ec23b88?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.719994349839971,-0.8340343414193131
1536,4IdiGMOzEYXOh2897XOV8i,electro,Touch It / Technologic,Daft Punk,0.233,0.545,0.52,11,-12.67,0.158,0.00494,0.285,0.4639999999999999,121.78,329653,51,https://p.scdn.co/mp3-preview/51a679acd23198fdd384673a0a4ecb3fb2f91b72?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.46611469601252215,-0.9678575552512286
1535,5noQJkpVfHt2D4df2GXieV,indie,The Reeling,Passion Pit,0.7759999999999999,0.777,0.597,8,-5.638,0.0668,0.000356,0.00113,0.1689999999999999,111.999,287906,51,https://p.scdn.co/mp3-preview/fc96bd9060ec9456d4682ffe9e9f2ba7924c949a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4573776204572177,1.0506425867135016
1534,5imUTBF35uIoABlV9g9da2,indie-pop,Fall In Love,Phantogram,0.265,0.8590000000000001,0.337,2,-3.189,0.106,0.0484,0.0,0.203,188.049,223226,51,0,0.7837843874853158,-0.8489035874006366
1533,6tMjtHEBwMkxslhOe9SHE8,pop-film,I Got You Babe,Sonny & Cher,0.6,0.795,0.629,6,-6.02,0.0278,0.136,5.44e-06,0.132,110.583,190080,51,https://p.scdn.co/mp3-preview/4a612a4e7b032f1a66df0ad4bed13674a41fdfd7?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5290278863902148,0.3963957635352467
1532,7v3BvPRQS4DcsDzYU0BiVd,country,Best of Intentions,Travis Tritt,0.37,0.4679999999999999,0.659,8,-7.439,0.0232,0.363,0.0,0.0964,99.066,257399,51,https://p.scdn.co/mp3-preview/641959376cb1efa1c403014fc2b83a299e71c415?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7726186113925656,-0.4585858803908822
1568,2s0Dn2mtvp94wUkyaB8nJc,pop,in my miNd,Maty Noyes,0.7879999999999999,0.632,0.768,0,-3.877,0.0252,0.469,0.0,0.0391,102.074,212266,51,0,-0.1198050773363698,1.0952503246574736
1549,2G5hAbyjLoY1wSQFbOy5PN,study,Lumos! (Hedwig's Theme),John Williams,0.0889,0.0417,0.225,4,-30.105,0.0435,0.975,0.396,0.0718,133.89,98373,51,https://p.scdn.co/mp3-preview/e09eb49c1d4c178ff21841083d42063f6ff1b5cb?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.4695357429057125,-1.503522141728425
1541,3Kw4KEYQg6JaqUD8ZgAwz6,goth,The Beautiful People,Marilyn Manson,0.7709999999999999,0.95,0.609,9,-4.898,0.1159999999999999,0.0042299999999999,0.06,0.0433,144.017,222773,51,0,1.1460162874799114,1.0320560292368466
1551,1Z39z6MnZqemvR9wnFgvix,power-pop,Relator,Pete Yorn,0.8009999999999999,0.816,0.644,11,-6.077999999999999,0.297,0.138,0.0,0.17,93.837,153813,51,https://p.scdn.co/mp3-preview/6568c3f373449ded50b3c341edc0732fe23b1f3a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6126198633120444,1.1435753740967767
1560,2mkv1b3dRFyiJ4Ybq31owf,indie-pop,Hunger of the Pine,alt-J,0.0741,0.413,0.6,7,-9.572,0.0258,0.785,0.0289,0.109,93.618,299710,51,https://p.scdn.co/mp3-preview/8e3e5ed75d8ac98bfdc8d03a6a229e918eecb61c?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.9915499795211675,-1.5585383518593237
1552,3iJmiaoZWzykf3Hl4IeYtI,emo,Death Valley,Fall Out Boy,0.5760000000000001,0.926,0.5710000000000001,8,-3.576,0.0479,0.000217,0.00376,0.0522,133.903,226720,51,0,1.050482599569249,0.30718028764730315
1567,67wABU4SjBlnDHB0KiU3HL,synth-pop,Flaws,Bastille,0.41,0.657,0.57,8,-6.987,0.0356,0.405,1.86e-06,0.0723,144.247,218800,51,0,-0.02029081909609601,-0.30989342057764246
1566,45YjbmNrNU5JIUqDeVpVkR,metalcore,Scream Aim Fire,Bullet For My Valentine,0.16,0.994,0.359,2,-4.232,0.084,0.0001159999999999,5.89e-06,0.0816,100.146,266440,51,https://p.scdn.co/mp3-preview/f644fb4bfc032b7706e68ed7541ca75c5b88bfa8?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3211613819827932,-1.239221294410391
1565,0xbkxTqSaW5blsYgRXpB5I,funk,Funkin' for Jamaica,Tom Browne,0.6559999999999999,0.7759999999999999,0.8540000000000001,8,-9.85,0.217,0.436,0.175,0.0549,111.212,280933,51,https://p.scdn.co/mp3-preview/0ae64069ab0350bc87785529d50a47feb091930c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.45339705012760634,0.6045652072737823
1564,21vp1orbqySVyww9ngW44w,punk,Viet Nam,Minutemen,0.956,0.877,0.716,2,-9.299,0.281,0.0128,0.000918,0.114,160.513,89666,51,https://p.scdn.co/mp3-preview/a4376a7bef40f0fbf5bd47a5bc153104f77e9ceb?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8554346534183124,1.719758655873081
1563,5J8m6w5VmswbMBYUAFf44t,progressive-house,Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia),Swedish House Mafia,0.293,0.871,0.631,9,-5.702999999999999,0.0585,0.0006349999999999,0.00775,0.545,125.022,408828,51,0,0.8315512314406467,-0.7448188655313689
1562,0k1zElVBehCAzAa975af71,movies,A Small Measure of Peace,Hans Zimmer,0.0338,0.111,0.0813,2,-20.458,0.0464,0.778,0.802,0.136,171.576,479680,51,https://p.scdn.co/mp3-preview/9925500941de6bab5236cc8a41eaecd380da9879?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.1936822190636738,-1.708346005121163
1561,3D4QFgYa3P9P0gjmv4eX6I,children,Chandelier,Sia,0.618,0.784,0.286,1,-2.873,0.0749,0.0163,6.48e-05,0.0713,173.793,216120,51,https://p.scdn.co/mp3-preview/fa13db3d66f6daf051e9a3996090f7740532b9e8?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4852416127644944,0.4633073704512047
1531,6G1lPm5H051kZL5rJHvXEv,trip-hop,Terrapin,Bonobo,0.0396,0.3279999999999999,0.552,10,-16.384,0.0346,0.78,0.93,0.111,152.015,279933,51,https://p.scdn.co/mp3-preview/83dde72ffa8033f9da2afeec27287ad654b795a0?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3298984575380983,-1.686785598448243
1559,4tfWxyTBCJoN5gK358oL3W,grunge,Deep,Pearl Jam,0.25,0.882,0.284,4,-6.42,0.0616,0.000179,0.000491,0.0979,82.226,258186,51,https://p.scdn.co/mp3-preview/63a5fe8eb13c35ea72ccd3ed6413d719a66b9152?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8753375050663672,-0.9046632598306017
1558,77QDBf1zTvyegtTpAO5EpH,study,Mombasa,Hans Zimmer,0.341,0.8340000000000001,0.511,9,-13.307,0.0312,0.00266,0.813,0.514,144.987,294361,51,https://p.scdn.co/mp3-preview/e66f422d8f0669df0da9565494ae2acbdaf3eef4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6842701292450419,-0.5663879137554809
1557,61zQ8XDgOYslFGzfhK823e,disney,Senior Year Spring Musical,High School Musical Cast,0.43,0.89,0.44,0,-4.228,0.0873,0.125,0.0,0.0908,101.985,464586,51,0,0.9071820677032548,-0.23554719067102248
1556,2ZekuYUoEIBrUwHOY0gcgB,country,How I'll Always Be,Tim McGraw,0.654,0.825,0.578,2,-4.6930000000000005,0.0331,0.312,1.4e-05,0.0912,93.035,213453,51,0,0.6484449962785429,0.5971305842831206
1555,66mi3OKkrYHZkV9T62Ytyy,gospel,Let The Church Say Amen - Radio Edit,Andrae Crouch,0.265,0.536,0.355,1,-7.202000000000001,0.0461,0.298,0.0,0.145,147.878,294813,51,https://p.scdn.co/mp3-preview/9d4ced7f7fb88c37caa24c6b92377e1282567efd?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.5019398289790207,-0.8489035874006366
1554,2sbtixigDCbjXBTMRSEECS,indie,Green Light - Chromeo Remix,Lorde,0.866,0.88,0.794,2,-4.734,0.037,0.0414,1.88e-06,0.0958,121.009,247933,51,0,0.8673763644071453,1.3852006212932915
1553,5IpTvvTopPoAhJLbtQ798i,trip-hop,Eden,Hooverphonic,0.1689999999999999,0.5720000000000001,0.246,4,-9.576,0.0335,0.0205,0.873,0.126,82.07,213000,51,https://p.scdn.co/mp3-preview/27f342afa20ede465759c756863cd1de81ec749d?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.35863929711302645,-1.2057654909524125
1661,4e3S4W8SmflgP8jwK2ceTZ,rock,XO TOUR Llif3,Fame on Fire,0.3389999999999999,0.94,0.534,7,-3.969,0.0538,0.000519,0.0,0.104,154.95600000000002,190451,50,https://p.scdn.co/mp3-preview/8522cc5668fb6f4d7646f4fc7cfeaf6625cbf8b7?cid=b39a670615f14cfca30a8178b3bc3ed6,1.106210584183802,-0.5738225367461434
1669,6uoM7KHsyJsHZqBQHKjQbc,study,Black Sands,Bonobo,0.3379999999999999,0.499,0.525,0,-9.023,0.0246,0.732,0.936,0.0966,87.98899999999999,408960,50,https://p.scdn.co/mp3-preview/322f22331ced6a8754064718166013a0732b9384?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.6492209311746259,-0.5775398482414744
1668,4z1fNs2B7KndCsvyPgrhq5,indie,Hyperballad,Björk,0.0356,0.437,0.519,7,-12.97,0.0325,0.0216,0.000974,0.375,134.933,321360,50,https://p.scdn.co/mp3-preview/44ef403eec514223a53a203b0c15ab1953510f7e?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.8960162916105047,-1.701654844429567
1667,1ziQ7lMpFlhyQ3TbkllmE2,turkish,Papatya,Teoman,0.904,0.8170000000000001,0.636,10,-9.44,0.0677,0.0565,0.0,0.0659,80.403,255440,50,https://p.scdn.co/mp3-preview/c8d63838cde6768ede9555db0d4848b2b9bd4433?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6166004336416557,1.5264584581158696
1666,2KNd7fRO9aYlshtEtwFg4h,latin,El Chisme,Reykon,0.83,0.919,0.75,9,-3.197,0.0819,0.102,0.0,0.15,93.023,179397,50,https://p.scdn.co/mp3-preview/d1a6334de2fc0b2592f7e4b485359289366a2c32?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0226186072619723,1.2513774074613755
1665,1lYOlG9ZNtz5p3eSgnMn0Z,british,Charmless Man,Blur,0.7909999999999999,0.8909999999999999,0.523,9,-6.0920000000000005,0.0425,0.0060799999999999,0.0,0.0538,116.601,213600,50,https://p.scdn.co/mp3-preview/053fcc721e5e33d137b28077f194ece1f3811620?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9111626380328653,1.1064022591434666
