,id,Genre,Track,Artist,valence,energy,danceability,key,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,popularity,audio,energy_standard,valence_standard
1857,1S9Rw3ETeDYzDdrRWXKhn3,show-tunes,"A Whole New World - From ""Aladdin"" / Soundtrack Version",Various Artists,0.191,0.206,0.293,0,-15.785,0.0341,0.853,1.51e-06,0.103,125.694,160906,47,0,-1.8155280377506338,-1.1239846380551304
1852,7eL4Z9FlNY5u9vOsgpDUsw,bluegrass,Heart In A Cage,Chris Thile,0.494,0.434,0.504,7,-10.201,0.0414,0.8690000000000001,0.0034,0.2739999999999999,138.42,263160,47,0,-0.9079580025993376,0.002360745030161238
1952,3MWdMCAIFPzcIUdiEi8Pao,alt-rock,Marquee Moon - 2003 Remaster,Television,0.737,0.657,0.494,7,-7.542999999999999,0.0397,0.0632,0.449,0.0849,118.194,645000,46,https://p.scdn.co/mp3-preview/048097787f740af448eafc4a19e434d0cd375075?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.02029081909609601,0.9056674383955932
1958,71A6V5dh5Y8ikhm6NGwZ7p,hip-hop,Children's Story,Slick Rick,0.752,0.384,0.917,1,-14.559,0.128,0.11,0.0,0.152,102.651,242133,46,0,-1.1069865190798849,0.9614271108255581
1957,39MQQV0X5HT2EV5iC0EPUY,swedish,När lyktorna tänds,Håkan Hellström,0.8590000000000001,0.883,0.5710000000000001,0,-6.204,0.0404,0.4479999999999999,0.0004509999999999,0.267,128.049,288173,46,0,0.8793180753959782,1.359179440825975
1956,0Fq6aOBuhgSVKnBI3BoYpj,show-tunes,One Night Only,Various Artists,0.1119999999999999,0.449,0.351,10,-6.46,0.0294,0.4479999999999999,0.0,0.156,97.833,176866,46,https://p.scdn.co/mp3-preview/f9d5651938a51d10dba56b533645d1f689be32aa?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.8482494476551733,-1.4176522461862795
1955,3im8vluqbDsafyWEwBJdme,party,Patron Tequila,Paradiso Girls,0.835,0.81,0.898,8,-5.822,0.0838,0.0223,1.47e-06,0.0763,120.001,256253,46,0,0.5887364413343791,1.2699639649380305
1954,6UO755OcSvOPVVZOaJVH7v,club,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,0.499,0.723,0.5479999999999999,6,-6.002000000000001,0.0375,0.0969,1.28e-05,0.337,125.088,179960,46,0,0.24242682265822635,0.020947302506816232
1953,3qBaCCsAJGkSJc8XBui6Mp,singer-songwriter,Wordplay,Jason Mraz,0.512,0.877,0.4639999999999999,7,-3.793,0.0499,0.192,0.0,0.1,176.662,186506,46,https://p.scdn.co/mp3-preview/c2b6722e6b8af5f1296ed11f8eee97a3e842000b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8554346534183124,0.06927235194611922
1949,6MShyf3EUHqQ04kJzovIni,french,3e sexe,Indochine,0.848,0.54,0.718,8,-13.015999999999998,0.0414,0.286,0.00137,0.0803,148.101,297933,46,https://p.scdn.co/mp3-preview/09f3696420525321e7531837b8d47a36337e0a7d?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.48601754766057687,1.3182890143773336
1951,2X1Z1k5wftCspyRLrqVCza,romance,Dark Side,Kelly Clarkson,0.292,0.86,0.5589999999999999,7,-4.04,0.05,0.0991,0.0,0.292,118.969,224506,46,https://p.scdn.co/mp3-preview/14d5b4c608544a8be33e8d87bf87427c9296b87d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7877649578149263,-0.7485361770267
1950,1XYwlFvi9yPNruCanSJ3WP,salsa,When I Dream at Night,Marc Anthony,0.5479999999999999,0.899,0.537,2,-5.405,0.092,0.482,3.13e-05,0.0818,167.79,260293,46,https://p.scdn.co/mp3-preview/0c25c01b91703444a06344590ce2509885fe29e4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9430072006697533,0.20309556577803475
1948,1672QqhP1ncD0D00kGQk2h,philippines-opm,Help Me Get Over,Jonalyn Viray,0.0963,0.217,0.528,9,-11.175,0.0371,0.62,0.0,0.121,119.843,278186,46,https://p.scdn.co/mp3-preview/f5a9e90a8c90c9e9b80e1c0d8692e0c175f04b45?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.7717417641249134,-1.4760140366629757
1947,7uDjOQtIiy7wk2UQdHj97u,world-music,Mi niña Lola,Buika,0.191,0.275,0.591,4,-8.051,0.0356,0.85,0.0,0.0903,109.333,269400,46,https://p.scdn.co/mp3-preview/ae44d04d26164e687c207fc4ad17fcdaf19eac3d?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5408686850074782,-1.1239846380551304
1946,2aIcanXxVk0tBtyWimy8Ew,study,"Your Hands Are Cold - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.0347,0.0427,0.139,2,-23.586,0.0438,0.963,0.908,0.0885,142.53799999999998,322906,46,0,-2.4655551725761016,-1.705000424775365
1945,2IssKIVClBbn6MOge74T3h,emo,Your Nickle Aint Worth My Dime,Sleeping With Sirens,0.665,0.956,0.575,4,-3.443,0.0516,0.000453,0.0,0.353,116.021,168040,46,https://p.scdn.co/mp3-preview/1c1414e0dea4d3b71a910f543e36a8b0d339f762?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1698997094575772,0.6380210107317617
1944,523qoxtSZJE2io945dAkVk,alt-rock,Something I Learned Today,Hüsker Dü,0.342,0.963,0.406,4,-10.842,0.0408,0.0033,0.000515,0.11,104.729,122560,46,https://p.scdn.co/mp3-preview/e767e5d5626e11d74b99469af008d66e2172221a?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1977637017648537,-0.56267060226015
1960,7J4gq1xNP3IsG6lDk0eSa7,summer,Take Me to Church,Hozier,0.386,0.6609999999999999,0.5720000000000001,4,-5.303999999999999,0.0472,0.59,0.0,0.121,129.093,241586,46,https://p.scdn.co/mp3-preview/123fb3826a6bab99c8cea4432eed377060a46e50?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.0043685377776526485,-0.3991088964655862
1959,11ipwX6rA4f5KMTYB7QFXj,indian,Main Aisa Kyon Hoon,Shankar-Ehsaan-Loy,0.921,0.509,0.809,0,-4.856,0.0391,0.031,0.0,0.175,95.993,274266,46,https://p.scdn.co/mp3-preview/ab042e82babcd829a5a4ead581e965440dc4051a?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.6094152278785164,1.5896527535364964
1977,3lP6Pn2cw6ncmhDZ3Kfkxl,reggae,"Tenement Yard (News Carrying Dread) [feat. Chronixx, Jacob Miller] - 2015 Remix",Inner Circle,0.805,0.544,0.851,9,-5.563,0.0725,0.127,1.17e-05,0.0798,139.916,260026,46,https://p.scdn.co/mp3-preview/d3825b2430e3078c3180cf2a7c1a2d88f89bdc2c?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.47009526634213306,1.1584446200781011
1961,4aaJhwVcYWgHz05xFXRug4,movies,At Wit's End,Hans Zimmer,0.0376,0.172,0.0743,2,-18.726,0.0403,0.593,0.892,0.1009999999999999,79.798,485906,46,0,-1.950867428957406,-1.694220221438905
1962,0rFTPTXuVFIOYGnqXbWm3X,electronic,"Aerodynamic Beats / Gabrielle , Forget About the World",Daft Punk,0.396,0.789,0.591,6,-12.041,0.0707,0.0123,0.826,0.4029999999999999,127.028,211760,46,https://p.scdn.co/mp3-preview/5ac1b8f7cd554e909810bf7fb7801a67c844a67f?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5051444644125491,-0.36193578151227623
1942,38v2hDgHiRf1HFLnE0Czht,disney,"Steady as the Beating Drum - From ""Pocahontas""/Soundtrack Version",Various Artists,0.308,0.239,0.68,0,-18.524,0.0338,0.695,0.0134,0.115,101.343,106533,46,0,-1.6841692168734723,-0.689059193101404
1976,4Q5HmyNvQHlfylzGY7V3Wr,soul,The Rubberband Man,The Spinners,0.957,0.536,0.81,10,-11.573,0.0583,0.466,0.00074,0.0401,97.311,215109,46,https://p.scdn.co/mp3-preview/301aa1b7faadc5bcdab9b4c86543f907fed4ae79?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.5019398289790207,1.7234759673684121
1975,7GmELLCacoDxgw74xfeUE4,soul,Tell Me 'Bout It,Joss Stone,0.6859999999999999,0.927,0.8640000000000001,10,-4.285,0.11,0.0033299999999999,6.929999999999999e-05,0.821,109.303,169186,46,0,1.05446316989886,0.7160845521337121
1974,2eqUZAVXjK61mZqLl4LKJJ,hip-hop,I Got the Keys (feat. Jay-Z & Future),DJ Khaled,0.176,0.623,0.6859999999999999,1,-3.425,0.13,0.0028699999999999,0.00145,0.2189999999999999,140.171,219758,46,https://p.scdn.co/mp3-preview/95e8cc7cd6c1c5a2e27956718b38892892a16b28?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.15563021030286836,-1.1797443104850953
1973,4hmtCJAsVnaV3g6qkCsJ5b,grunge,Brother,Alice In Chains,0.218,0.4379999999999999,0.462,1,-10.533,0.0294,0.436,8.37e-06,0.162,93.949,267333,46,https://p.scdn.co/mp3-preview/bc217ba6f815269d9c3e6dfa274a30dde978be5b?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.8920357212808941,-1.0236172276811937
1972,5GIp3XwoMW9bbdUvGB2ydO,soul,I Don't Care,Raheem DeVaughn,0.395,0.8059999999999999,0.706,2,-5.881,0.0653,0.05,0.0,0.0663,106.016,254800,46,https://p.scdn.co/mp3-preview/417e50c3b4c9b4e642d6001e41972520f4c72ccc?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5728141600159349,-0.36565309300760723
1971,0KpA8R3NM3N0JB4NAGbAxO,movies,Life On Mars?,Seu Jorge,0.2789999999999999,0.146,0.655,10,-16.69,0.0503,0.899,0.0011,0.119,124.104,209066,46,0,-2.0543622575272904,-0.7968612264660031
1970,0pgx8fWphTTM9Kv5KjWpXy,german,Reimemonster (feat. Ferris MC),Afrob,0.893,0.8,0.7020000000000001,4,-8.102,0.258,0.0408,0.0,0.535,92.931,216693,46,https://p.scdn.co/mp3-preview/e0c32891be700d58df9d0b9ce4421f172d6d10a9?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5489307380382696,1.4855680316672286
1969,62GWjyFCvpuysYTIQ7B0CG,songwriter,Blue,The Jayhawks,0.345,0.6,0.531,4,-7.85,0.0307,0.239,0.0,0.547,136.11700000000002,189160,46,0,-0.24718332788392025,-0.5515186677741571
1968,4Rme8TxEaNV09wp64AWd2y,hardcore,"Die, Die My Darling",Misfits,0.589,0.862,0.337,11,-10.749,0.044,0.573,4.58e-05,0.147,172.127,189560,46,0,0.7957260984741481,0.3555053370866057
1967,0t7ttzoe3dV0mah4lBI2kx,pop-film,Gimme Shelter,The Rolling Stones,0.492,0.632,0.631,1,-8.227,0.031,0.484,0.0316,0.121,118.649,270853,46,0,-0.1198050773363698,-0.00507387796050076
1966,1KDkSCXJIR4CJaVUK9qP7O,sad,Winter Song,Various Artists,0.1939999999999999,0.14,0.354,1,-14.136,0.0464,0.962,2.9e-05,0.176,81.108,266640,46,https://p.scdn.co/mp3-preview/a46e17f786e843598029ac36e761e3ef43efe1bd?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.078245679504956,-1.1128327035691379
1965,2APaWLyP3drx0CIodMhKHd,acoustic,Hey Ya!,The Blanks,0.293,0.262,0.607,1,-11.130999999999998,0.0378,0.93,0.0,0.172,155.94799999999998,267405,46,https://p.scdn.co/mp3-preview/5efc7f8ad163c8fffac4f58bb2edbf6fa3660b54?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5926160992924205,-0.7448188655313689
1964,4WsQCb1Atrhbb2I78hHCNG,metalcore,Born To Lose,The Devil Wears Prada,0.173,0.99,0.2289999999999999,4,-2.901,0.158,0.0001889999999999,0.0447,0.263,164.892,184773,46,https://p.scdn.co/mp3-preview/526cf5e28539a9a7cd2c3bb0525899b109532b21?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3052391006643496,-1.1908962449710883
1963,0g1UzWISKHt7elmoM9TsAh,r-n-b,Why I Love You,MAJOR.,0.21,0.214,0.363,8,-10.348,0.0332,0.6829999999999999,0.0,0.122,80.354,235907,46,https://p.scdn.co/mp3-preview/2fe2d523621aa2a3f65a91048cd8cecf6810cf61?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.7836834751137463,-1.0533557196438417
1943,6aMbSmv99DETtr97inIrJ4,trance,ResuRection - Paul Oakenfold Full On Fluoro Mix,Planet Perfecto Knights,0.0581,0.935,0.526,4,-5.015,0.04,0.000594,0.77,0.925,138.048,236521,46,https://p.scdn.co/mp3-preview/680a41a8a12483f5a5cc9b7cd0d9d79935e6eb4d?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0863077325357475,-1.6180153357846196
1914,0xK34uEDBKa9ZzJ6kelLJE,rock-n-roll,Bye Bye Love,The Everly Brothers,0.89,0.523,0.547,9,-9.176,0.0572,0.7240000000000001,0.0,0.103,169.59799999999998,142906,46,https://p.scdn.co/mp3-preview/a2b88de88c60445f9c2844eec959e6c70bc7df4d?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.553687243263963,1.4744160971812355
1941,7b7ch5lDx13Jwm2623CxJS,honky-tonk,Who's Cheatin' Who,Alan Jackson,0.962,0.816,0.6559999999999999,7,-8.552999999999999,0.0289999999999999,0.226,1.02e-05,0.264,133.237,241440,46,https://p.scdn.co/mp3-preview/d84e152b96276f35f1351bf38d0c883d64f035b0?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6126198633120444,1.742062524845067
1922,0uMur9BAwuzsShojxBi6ag,honky-tonk,Radio,Darius Rucker,0.965,0.848,0.72,0,-6.834,0.0589,0.123,0.0,0.0728,92.999,189053,46,0,0.7399981138595948,1.7532144593310601
1920,10xIRi7B3JJ19VNkmNo1mY,techno,Move Your Hands Up - Radio Mix,Clubraiders,0.856,0.995,0.605,2,-3.008,0.0409,0.0024,0.471,0.16,139.999,238893,46,https://p.scdn.co/mp3-preview/3f06c75ac81c290c80ab361d304598b708532f04?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3251419523124042,1.3480275063399816
1919,27eKJ4RlK36novSUJQXlVH,new-release,I Was Me,Imagine Dragons,0.147,0.449,0.5760000000000001,9,-7.23,0.0419,0.608,0.0,0.1169999999999999,145.025,196013,46,0,-0.8482494476551733,-1.2875463438496941
1918,2xxMXbsjhqPzTYAclUOQlI,indie-pop,Forgive & Forget,The Kooks,0.693,0.913,0.682,8,-2.494,0.1369999999999999,0.098,3.02e-06,0.1009999999999999,110.944,237248,46,0,0.9987351852843067,0.7421057326010292
1917,3vbqb78xzvD3CJl7ZeW83c,dance,Ain't Nobody (Loves Me Better),Felix Jaehn,0.465,0.564,0.777,2,-6.9670000000000005,0.0315,0.6829999999999999,0.000252,0.0696,117.973,186146,46,0,-0.3904838597499145,-0.10544128833443753
1916,35wOifvruCwCJaYblqIflV,sleep,Fall - Live,Justin Bieber,0.629,0.366,0.465,8,-6.821000000000001,0.0341,0.826,0.0,0.111,100.93,220973,46,0,-1.178636785012882,0.5041977968998457
1915,1b6AW6uDrtrUN0Y6GJR45j,pop-film,(I Can't Get No) Satisfaction - (Original Single Mono Version),The Rolling Stones,0.935,0.8809999999999999,0.723,2,-6.801,0.0332,0.0412,0.0263,0.095,136.27700000000002,222973,46,0,0.8713569347367558,1.6416951144711305
1912,1Q8jaRiMuU3gaWyQP8fBfX,children,We're Going To Be Friends,Jack Johnson,0.743,0.314,0.674,2,-12.319,0.0363,0.8320000000000001,0.0,0.163,105.289,137546,46,0,-1.3856264421526512,0.9279713073675792
1911,2Kf7dwNBp8pUNE8iOpg5oT,disney,Thomas O'Malley Cat,Various Artists,0.6829999999999999,0.28,0.52,7,-13.822,0.1639999999999999,0.902,3.86e-06,0.114,105.239,157906,46,0,-1.5209658333594234,0.7049326176477192
1910,4xr1Azj8mCbz6u8CITf8ef,techno,One,Swedish House Mafia,0.212,0.731,0.887,2,-5.331,0.0769,0.00422,0.899,0.0603,125.025,351453,46,0,0.27427138529511397,-1.0459210966531796
1909,0jtNFxtaDRzLTP75rmDRAB,mandopop,比我幸福,Daniel Chan,0.35,0.474,0.484,9,-8.064,0.0363,0.8,0.0,0.0877,101.907,272933,46,0,-0.7487351894148997,-0.5329321102975022
1908,0q36BH7rK2aePwal0tRaT6,new-age,Let There Be Light,Mike Oldfield,0.3329999999999999,0.5579999999999999,0.484,1,-13.261,0.0377,0.312,0.6970000000000001,0.261,174.051,297440,46,https://p.scdn.co/mp3-preview/25a038529c8026ddd676147d25f50eba06a695d2?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.4143672817275802,-0.5961264057181294
1907,0o4S13NJiEdnzy67ZKoyFZ,goth,A Forest,The Cure,0.835,0.659,0.67,0,-9.022,0.0409999999999999,0.441,0.621,0.0962,81.318,282786,46,0,-0.01232967843687411,1.2699639649380305
1906,54aLrbeFF2z98O4sbkdny1,malay,Tak Setampan Romeo,Yovie & Nuno,0.71,0.578,0.542,6,-3.98,0.0308,0.4679999999999999,0.0,0.0721,123.373,218373,46,https://p.scdn.co/mp3-preview/555fa5f28152feaff746e846d68e30177edb0687?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.3347558751353612,0.8053000280216561
1905,1JqTcOjOn7gEpeC0JcRVPa,electro,We Are The People,Empire of the Sun,0.5429999999999999,0.784,0.6709999999999999,4,-5.513999999999999,0.0303,0.0842,0.0121,0.231,122.995,272174,46,0,0.4852416127644944,0.18450900830137976
1940,6zDwrk0h49oE3RYNGZ822v,dub,Circles - Original,KDrew,0.25,0.821,0.446,0,-4.319,0.0544,0.00512,2.35e-06,0.0598,139.903,265714,46,https://p.scdn.co/mp3-preview/1a33ebe5664cd1e50c3a40842d9ae5b3469b5705?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6325227149600992,-0.9046632598306017
1921,3rhnT5RoN7bvPUpMHt1aM9,children,La La Love,Ivi Adamou,0.647,0.8320000000000001,0.725,9,-2.9610000000000003,0.0486,0.0568,0.0,0.183,131.03799999999998,182733,46,https://p.scdn.co/mp3-preview/e46b094945c3f7dfc16b5dec1f91ba9c052d9838?cid=b39a670615f14cfca30a8178b3bc3ed6,0.67630898858582,0.5711094038158037
1913,3AkxSspcYOvhWTkaMvqyaD,acoustic,Volcano,Damien Rice,0.437,0.289,0.514,0,-12.928,0.0524,0.578,1.84e-06,0.13,153.74200000000002,278600,46,https://p.scdn.co/mp3-preview/7373fdd0974ea9d2008b8232e0da5e3ce05d01ab?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.4851407003929251,-0.20952601020370548
1923,0y8zZOu4u6NmoW7u1jEQzo,punk-rock,London's Burning - Remastered,The Clash,0.792,0.8220000000000001,0.556,7,-6.082000000000001,0.123,0.0458,0.00134,0.1009999999999999,147.282,131280,46,https://p.scdn.co/mp3-preview/5ec5c55f3c6dfd5ce49299d525264ea0cac88022?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6365032852897106,1.110119570638798
1932,2JcUB7LyS4MDI5fvSWU6se,guitar,Spiderman,Ramones,0.8390000000000001,0.88,0.316,6,-12.281,0.0456,9.41e-06,0.267,0.231,204.752,116973,46,https://p.scdn.co/mp3-preview/e26d38e57852f87f2ae83d8daca8a02ac6bbab22?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8673763644071453,1.284833210919355
1939,4aBDS6611oBs5LBiVMuQmh,party,Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit,Lana Del Rey,0.421,0.8740000000000001,0.551,11,-4.559,0.0496,0.0427,0.00129,0.396,125.985,227114,46,0,0.84349294242948,-0.26900299412900147
1924,0hTFEWK4Rso35cjOlvZTHg,punk-rock,Castaway,Green Day,0.953,0.978,0.624,11,-2.553,0.038,0.00138,0.0,0.23,116.54,232533,46,https://p.scdn.co/mp3-preview/8413a51384dcac44b4c41390558508a3098c2ce4?cid=b39a670615f14cfca30a8178b3bc3ed6,1.257472256709018,1.7086067213870881
1938,7n64t4isNgnvLxo9AP3ARm,soundtracks,"Onward and Upward - From ""Frozen""/Score",Various Artists,0.0813,0.11,0.428,1,-21.496,0.0501,0.982,0.754,0.132,151.335,114133,46,0,-2.1976627893932847,-1.5317737090929406
1937,46jNNisjr8iE3jkNtrtWFl,grunge,Landslide,The Smashing Pumpkins,0.357,0.217,0.3389999999999999,10,-15.066,0.0313,0.905,0.0183,0.143,83.553,190173,46,0,-1.7717417641249134,-0.5069109298301852
1936,0hyZgl8tHThlycPEVwBpax,funk,Baby Love,Mother's Finest,0.956,0.7829999999999999,0.5870000000000001,5,-8.607999999999999,0.0722,0.0784,2.23e-05,0.7829999999999999,92.059,262826,46,https://p.scdn.co/mp3-preview/6a537ee68c179edb3a119dae344f084792ec19ef?cid=b39a670615f14cfca30a8178b3bc3ed6,0.481261042434883,1.719758655873081
1935,5IincfMPYK8t9As9mGXPhu,piano,Waltz in E Minor (For Cello),Yiruma,0.0733,0.11,0.156,7,-20.308,0.0433,0.983,0.907,0.111,143.175,147586,46,https://p.scdn.co/mp3-preview/67d92e4c0715f3e53097438b41ef52e3a31945cf?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.1976627893932847,-1.5615122010555884
1933,02K5IV55wIgNNARk3UA95E,latin,Paloma Negra,Chavela Vargas,0.433,0.036,0.585,2,-14.145,0.0418,0.8590000000000001,3.34e-06,0.0908,151.22299999999998,198760,46,https://p.scdn.co/mp3-preview/b07ee6d64b9811fe8441cd6352a89766e01cf552?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.4922249937844945,-0.22439525618502948
1934,0488kXJ1YnLMrrM1ssJnev,jazz,Monk's Dream - Take 8,Thelonious Monk,0.77,0.278,0.698,5,-15.425,0.0508,0.5720000000000001,0.0233,0.105,81.079,385466,46,https://p.scdn.co/mp3-preview/a27e316f404902051dd0a0755cabad095525b839?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5289269740186453,1.028338717741516
1931,4krWKhvDTeHE7IhXR5WwAr,turkish,İstiklal Caddesi Kadar,Şebnem Ferah,0.214,0.639,0.411,4,-5.443,0.0438,0.223,0.0,0.1169999999999999,149.526,292014,46,https://p.scdn.co/mp3-preview/ac62696b3ba034a5d5e794c51df0b476e1117c78?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.09194108502909314,-1.0384864736625177
1930,5SrnKN9CdGLLHIOUQMHNod,alternative,Vasoline,Stone Temple Pilots,0.324,0.989,0.296,10,-4.945,0.111,0.00141,0.000167,0.0911,168.894,174760,46,https://p.scdn.co/mp3-preview/99dd6c059e3e225939211ab332472013aee929bf?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3012585303347386,-0.629582209176108
1929,73ACPH1HBxaFvjbPqvs5O2,german,Rosana,Wax,0.7290000000000001,0.7040000000000001,0.6729999999999999,9,-6.81,0.251,0.0009519999999999,0.00085,0.133,171.898,234207,46,https://p.scdn.co/mp3-preview/f9c4f1b23a586083b25f56ed60a7ca42e1ae487d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.1667959863956187,0.8759289464329455
1928,3s5dXFe9vDNVhLg332B0Yy,funk,Staying Alive,Electro Deluxe,0.659,0.773,0.635,0,-5.227,0.0772,0.129,6.98e-06,0.0562,93.107,239600,46,https://p.scdn.co/mp3-preview/d15404e368238e1a5cf0c9cb84e98f23b31de96b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.44145533913877394,0.6157171417597757
1927,71DDK14XVxkXLmG3AVi1BP,honky-tonk,Storm Warning,Hunter Hayes,0.772,0.843,0.483,2,-5.62,0.0835,0.0331,0.0,0.134,185.998,239906,46,https://p.scdn.co/mp3-preview/dfa852daedd5541026fedb863de9bb007f70ae1d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7200952622115401,1.035773340732178
1926,7IxJI1ffpERSc6Ii8UGI3G,movies,Barbossa Is Hungry,Various Artists,0.127,0.534,0.259,4,-8.982000000000001,0.0373,0.0655,0.91,0.145,133.658,246120,46,0,-0.5099009696382426,-1.3618925737563141
1925,5OWhFeNXZ2RGbsGpl3rIc3,electro,Da Funk / Daftendirekt,Daft Punk,0.546,0.8590000000000001,0.6759999999999999,5,-9.602,0.0412,0.00994,0.754,0.98,111.991,396973,46,https://p.scdn.co/mp3-preview/6cd290fc03be514e34b0f03220e8c20cd6f33023?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7837843874853158,0.19566094278737317
2035,32TWMnseTK5gEfQSN3LkWm,r-n-b,Options,Toni Romiti,0.6629999999999999,0.708,0.7120000000000001,10,-7.334,0.0763,0.352,0.0,0.12,145.947,149613,45,https://p.scdn.co/mp3-preview/ecf22b3c9b9b7b3340c572284772da7420597cbe?cid=b39a670615f14cfca30a8178b3bc3ed6,0.18271826771406208,0.6305863877410992
2028,0OF184vEASwoN9x3HTFCPQ,dancehall,Hold My Hand (I'll Be There) [feat. Keri Hilson],Sean Paul,0.375,0.7120000000000001,0.664,10,-2.758,0.131,0.258,0.0,0.34,173.917,204560,45,https://p.scdn.co/mp3-preview/3ee964a1d93b629a28920ec2a1a609b8d7445289?cid=b39a670615f14cfca30a8178b3bc3ed6,0.1986405490325063,-0.4399993229142272
2034,2SLwPaJTN6B6zwcIwsuQAK,cantopop,燕尾蝶,Shine,0.417,0.491,0.5479999999999999,7,-5.761,0.0236,0.596,0.0,0.144,82.071,228530,45,0,-0.6810654938115135,-0.28387224011032547
2033,7bcHBD27hxkK5aSXjWOysM,acoustic,When I Held Ya,Moa Lignell,0.418,0.645,0.425,11,-6.108,0.0372,0.0289,0.0,0.145,153.939,209280,45,0,-0.06805766305142744,-0.28015492861499447
2032,0zYxfgyqypkG7rRwFqyisT,metalcore,Pray For Plagues,Bring Me The Horizon,0.158,0.97,0.313,6,-5.654,0.216,0.0118,0.0279999999999999,0.647,107.29,261733,45,https://p.scdn.co/mp3-preview/1326e2e8f7ed310e5b1df0e1b03827f3f93f62ca?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2256276940721305,-1.2466559174010532
2031,6jTYkPw8GYo2bBVNzzslfp,children,"Wolves - From ""Frozen""/Score",Various Artists,0.0366,0.429,0.362,8,-12.67,0.043,0.545,0.777,0.156,128.969,104680,45,0,-0.9278608542473923,-1.697937532934236
2030,3aABdPd96JkyvI9ZmHPLIZ,british,See The World,The Kooks,0.703,0.962,0.303,7,-4.021,0.166,0.000169,6.71e-06,0.3879999999999999,160.53,158346,45,0,1.193783131435243,0.7792788475543392
2029,6afniX7NoYXq4MfXNv1v8R,death-metal,The Gears,Metalocalypse: Dethklok,0.208,0.871,0.36,1,-5.193,0.0554,1.56e-05,0.7979999999999999,0.324,194.971,261813,45,https://p.scdn.co/mp3-preview/4b565703113c9e8ae25c70d81e83280396787e3a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8315512314406467,-1.0607903426345036
2019,3BHxMGVE3tN2dZsVU1l487,show-tunes,"Let's Go Fly a Kite - From ""Mary Poppins""/Soundtrack Version",Various Artists,0.547,0.142,0.441,5,-17.750999999999998,0.0415,0.825,0.0,0.128,145.55200000000002,113946,45,0,-2.0702845388457343,0.19937825428270417
2027,1XKhDkF8bX5IxMO4QTirvl,brazil,Ne Me Quitte Pas,Maria Gadú,0.44,0.52,0.741,4,-7.742000000000001,0.0335,0.662,0.0,0.0955,115.89,242266,45,https://p.scdn.co/mp3-preview/5fc466f306fbcd4138b2f733ba2ee910df69dd90?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.5656289542527959,-0.19837407571771248
