id,Genre,track_name,Artist,valence,energy,danceability,key,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,popularity,audio,energy_standard,valence_standard
2cHPtMTKv1gcc3Ud9BCgfv,honky-tonk,Ingen ser min tår,Lasse Stefanz,0.926,0.738,0.659,8,-5.31,0.0259,0.0272,0.000884,0.136,112.002,203173,13,https://p.scdn.co/mp3-preview/8f26389ca371f59a2d7e81a7c2332c8bed78d34b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.30240599001030277,1.6075758624565162
4dMyKNzIZqh1k0qN9lTUFO,forro,Sem Graça Sem Jeito,Forró do Muido,0.864,0.877,0.691,9,-6.156,0.0492,0.374,0.0,0.443,87.997,190386,13,https://p.scdn.co/mp3-preview/297d9b8b7ec4d1b64962a4168c42681d987137fc?cid=b39a670615f14cfca30a8178b3bc3ed6,0.855707407365666,1.3771391242943556
5vlmyGaKZCJGGPLmDxzlOB,dub,Fire (feat. Ms Dynamite),Magnetic Man,0.666,0.841,0.825,9,-4.105,0.134,0.0139,4.76e-06,0.0866,139.814,279706,13,https://p.scdn.co/mp3-preview/6ad358fe15722e0a291ec6ac6626a5d043743b4a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7124063208563631,0.6412282508087469
43bJ2plTrFmlmX0Y2rrVDi,holidays,Winter Wonderland,Various Artists,0.566,0.39,0.443,0,-12.88,0.0408,0.814,0.0,0.14,115.474,133133,13,https://p.scdn.co/mp3-preview/2385ae1cba378e98cd9150671effa72aee26ea25?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.0828378462462898,0.2695560924826815
5VhTOj7OEjai3JLvtRdoa0,mpb,Nova Suinguera,Móveis Coloniais de Acaju,0.972,0.665,0.435,9,-7.14,0.0789,0.503,0.003,0.0458,183.983,173653,13,https://p.scdn.co/mp3-preview/d3bd1908a05df08712fcd0a62c979f5601d4a484?cid=b39a670615f14cfca30a8178b3bc3ed6,0.011823231255328045,1.7785450552865059
6icVVxux7JJrHnbOYaEo7I,opera,"La Sonnambula / Act 2: Ah! non credea mirarti si presto estinto, o fiore",Cecilia Bartoli,0.0372,0.0366,0.193,0,-25.094,0.0678,0.99,0.552,0.11,179.846,312280,13,,-2.489576845479278,-1.6958462807455505
2bMRSdguqNEI3wWnqHnH3D,sertanejo,Doce Mel,Leonardo,0.765,0.745,0.758,2,-4.832,0.0264,0.0259,1.68e-05,0.166,130.069,205053,13,,0.3302700901648894,1.0091836875515512
2JmvwF29iUVb3oEFW4Bvf3,new-release,New York City,The Chainsmokers,0.0624,0.639,0.564,4,-6.828,0.038,0.0127,0.0,0.133,126.062,230666,13,https://p.scdn.co/mp3-preview/69f266ce7326f6cdb8927e2db890671ccc9a9bf1?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.09167199789027955,-1.6021848968473822
2uOS5MmoemEsC0KZagDGJl,minimal-techno,Adrenalin,Scuba,0.331,0.685,0.742,0,-7.876,0.0458,0.0261,0.822,0.0548,125.0,492881,13,https://p.scdn.co/mp3-preview/d817ab33a04cf50ca37647a6436c2937ee1b4c13?cid=b39a670615f14cfca30a8178b3bc3ed6,0.0914349459827185,-0.6038734795835712
4IyRpT3Or5OlMvpANnr9YO,hardstyle,Freakz At Night - Radio Edit,Various Artists,0.0371,0.94,0.496,4,-3.362,0.0358,0.114,0.00455,0.327,150.081,217543,13,https://p.scdn.co/mp3-preview/248e59f72c499b80584abebb5cbeb5e123b3c078?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1064843087569454,-1.6962179529038766
3ARXhu58YydyFcZnQYkOHF,grindcore,Nazi Punks Fuck Off,Various Artists,0.5,0.928,0.303,5,-10.015,0.0774,2.27e-05,0.0588,0.0598,95.765,81866,13,https://p.scdn.co/mp3-preview/df6455208a6973b14aa8900de5a595342f09b923?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0587172799205116,0.02425246798747872
0qZKKbQe6ueX5a2sWqtAIa,gospel,Mighty God - Live,Smokie Norful,0.559,0.899,0.548,8,-4.364,0.0482,0.0424,0.0,0.3,110.065,370826,13,,0.9432802935657955,0.24353904139985733
34mPbSEDvpYstsqMDgNKc0,holidays,We Wish You a Merry Christmas,Patti Page,0.555,0.218,0.442,2,-14.553,0.0382,0.949,0.0,0.594,116.066,119706,13,https://p.scdn.co/mp3-preview/7d2273df3ba16f74b3bbe83b35d147afd9cd5338?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.7674985929018472,0.2286721550668147
1BH5f9RHwlcLR6h3fG9z4M,summer,Sleeping Ute,Grizzly Bear,0.26,0.652,0.334,6,-6.268,0.0359,0.151,0.00442,0.0906,104.59,275317,13,,-0.03992438331747575,-0.8677607119950774
6iXKUrQatFwEaeBrqCVtuQ,hardstyle,Time,Frontliner,0.492,0.871,0.543,9,-8.652,0.0458,0.0103,0.917,0.0983,150.009,388941,13,https://p.scdn.co/mp3-preview/d31891553779047bc985c269362e82a9dab06cc6?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8318238929474489,-0.005481304678606516
1LWqqB7IN0IBj6k36tx9lm,j-dance,Breeze,Genki Rockets,0.56,0.873,0.573,0,-6.173,0.0445,0.00841,0.00568,0.323,124.98,207986,13,,0.8397850644201879,0.24725576298311797
1lS0u9f4yc2ML1wNNuErQo,classical,"Debussy: Suite bergamasque, CD 82, L. 75: III. Clair de lune",Leif Ove Andsnes,0.0394,0.00597,0.394,1,-32.227,0.0454,0.995,0.928,0.0686,69.785,283053,13,https://p.scdn.co/mp3-preview/7426de315faa0352d3cc3407fdcadfc0133c3e8d?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.6115021865842762,-1.6876694932623773
30xwewLX9KvvDcezhSL9IJ,j-idol,HONEY DISH,PASSPO☆,0.803,0.986,0.479,5,-2.095,0.08,0.00687,0.0,0.132,170.038,230586,13,,1.2895912526299436,1.1504191077154562
6KJJpEyPlgK8ZwOfffR9ij,pagode,This Love,Various Artists,0.762,0.911,0.664,7,-4.431,0.131,0.216,0.0,0.438,111.334,198693,13,https://p.scdn.co/mp3-preview/4d88e3586f6bef54a9f6f06910e3b6ac5c5dbe75?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9910473224022297,0.9980335228017693
3A8ZCorEKWZPfTdl72Es8g,mpb,Cara Do Mundo,Gal Costa,0.414,0.342,0.78,1,-11.369,0.0561,0.64,0.0782,0.288,115.804,172933,13,,-1.2739059615920267,-0.29538558817293736
7EbCmcgzfCSdyjPQgu2877,disco,Keep On Dancing,The Haggis Horns,0.704,0.842,0.625,0,-5.801,0.0752,0.00132,0.859,0.224,139.871,249962,13,https://p.scdn.co/mp3-preview/89dd656ac2484541bd5672d83a1dd2cf076d052d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7163869065927326,0.7824636709726513
1CGoDgYxXxsiVJPKyON753,iranian,Yeh Dokhtar Daram,Various Artists,0.897,0.624,0.787,5,-8.162,0.0567,0.183,0.000927,0.0512,139.536,229653,13,https://p.scdn.co/mp3-preview/fb3561b49adbe021f0bd417cd5712a44ddc4f64b?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.15138078393582238,1.4997909365419573
615MCAYTKhb6TPtxQpG4m9,pagode,Provocação,Belo,0.936,0.686,0.692,9,-6.306,0.0434,0.731,0.0,0.135,90.023,206506,13,https://p.scdn.co/mp3-preview/972eae12d5e4f5e50b7a98f6a8cd9d1810ee7b94?cid=b39a670615f14cfca30a8178b3bc3ed6,0.09541553171908802,1.6447430782891228
2hr3kqWd9MJ1sWAhgCpzQf,new-release,Flawless,Disciples,0.872,0.832,0.773,7,-4.958,0.059,0.000483,0.778,0.13,120.986,333713,13,https://p.scdn.co/mp3-preview/57010aecc3382ebf98ffc68d6a2b8e9b6e9878e8?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6765810492290375,1.406872896960441
4MPRMbOkrUEc4lRmXWHlfN,afrobeat,Lulla,Tinariwen,0.763,0.754,0.417,2,-6.475,0.0588,0.0315,6.58e-05,0.111,127.688,227866,13,,0.36609536179221513,1.00175024438503
352zfYbDFG8sxkmOAhVeuj,romance,Under Control (feat. Hurts),Calvin Harris,0.51,0.919,0.55,8,-3.431,0.0788,0.137,0.00118,0.0886,126.059,184373,13,https://p.scdn.co/mp3-preview/bc3f06f9239a84a7ad51e5f3250aa5a23a50b98b?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0228920082931858,0.06141968382008526
4XPufWtBWsp1KMBP99UZpC,pagode,Uma História De Amor,Kiloucura,0.595,0.671,0.466,5,-5.737,0.0439,0.467,0.0,0.295,143.601,227333,13,https://p.scdn.co/mp3-preview/044bdd43112c4f71d08656448bb7e2bd42ceb4d0?cid=b39a670615f14cfca30a8178b3bc3ed6,0.03570674567354518,0.37734101839724044
38RAiDHgY436zkGXTmQvkp,tango,Cuesta Abajo,Hugo Díaz,0.417,0.471,0.569,0,-8.971,0.0735,0.63,0.625,0.0909,101.855,270512,13,https://p.scdn.co/mp3-preview/360866d46247ad22136d28dcd89c8f7db66b43e4?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7604104016003589,-0.2842354234231554
2W7VNJaVoatHqXgKYWavXU,drum-and-bass,Star (Part 1),Blame,0.325,0.905,0.34,6,-3.598,0.316,0.000619,0.059,0.25,174.929,300600,13,https://p.scdn.co/mp3-preview/106c05a987df086e54a0f9585941c84f0cf632b9?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9671638079840126,-0.6261738090831351
4iEBmWl1OzPIfNbZAV378G,afrobeat,Tchamantché,Rokia Traoré,0.933,0.355,0.711,9,-15.219,0.0862,0.921,1.06e-05,0.0778,124.085,255653,13,https://p.scdn.co/mp3-preview/37cb856b561cae523d8927270b12d0ae38ae2aff?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.222158347019223,1.6335929135393408
2VLyYc2ytsYVOkP963joVX,detroit-techno,Sleep Cycle,Robert Hood,0.562,0.73,0.72,11,-12.61,0.0791,0.142,0.921,0.499,134.579,412520,13,https://p.scdn.co/mp3-preview/64a3d10bb1a62b7ddc27d99a39d537f0f0ba4bc4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.2705613041193466,0.2546892061496393
67aUPZ56QacKiUmtAvp2TM,metalcore,Lancaster,Texas In July,0.344,0.94,0.351,1,-3.19,0.149,3.61e-06,0.000613,0.384,194.908,158560,13,https://p.scdn.co/mp3-preview/4a8a2cf2f563f016bb07eb73d000375f6d574c20?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1064843087569454,-0.555556099001183
1jKCHKZtGjXVRPN2Px368r,acoustic,"Tonight, Tonight",Tyler Ward,0.728,0.413,0.758,9,-9.216,0.0663,0.231,0.0,0.472,99.886,154721,13,https://p.scdn.co/mp3-preview/e6144ecf8cb294576a19044a8f08851d37ba3bda?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.991284374309791,0.871664988970907
5oVYSqmBseUwHxeoZVeAWz,salsa,Dos Soneros - Live Version,Gilberto Santa Rosa,0.923,0.846,0.568,8,-6.288,0.051,0.623,1.89e-06,0.35,115.949,254786,13,https://p.scdn.co/mp3-preview/bfe554e7aafc86036c070984a1e08b35617453d7?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7323092495382107,1.5964256977067341
3aqpaZgHL0yWptKzEnB65O,mpb,Dia Perfeito,Filipe Catto,0.462,0.427,0.821,8,-9.575,0.0346,0.685,2.98e-06,0.149,113.948,168813,13,,-0.9355561740006176,-0.11698295217642593
3thXOneBb3F2YE0ajPjs0k,british,Friend of Mine,Lily Allen,0.653,0.613,0.737,10,-6.809,0.097,0.0862,0.0544,0.288,164.034,237533,13,https://p.scdn.co/mp3-preview/5de101086979ee7e6cd5e85f06e6cbf2a868e003?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.19516722703588713,0.5929108702263584
1ebiFSKKdo5aEa8y2QzQqy,edm,I'm Home,Various Artists,0.322,0.66,0.643,1,-7.725,0.0368,0.00277,0.131,0.382,102.001,292973,13,https://p.scdn.co/mp3-preview/c00ba6de21e4b08fb1463315ba8c1d7d14e9383a?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.008079697426519568,-0.6373239738329172
7JF07Vf8T7zS7cdsVIfxR3,afrobeat,Yo Le Le (Fulani Groove),Youssou N'Dour,0.574,0.679,0.547,10,-10.875,0.0611,0.044,0.367,0.0622,100.792,384173,13,https://p.scdn.co/mp3-preview/e615fade05be935b11d74a6df2b2933751a842a4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.06755143156450136,0.2992898651487667
0Fvhxj0hsS1ECNV1A8llrA,dub,Zeig mir wie du tanzt - Skrillex Remix,Frida Gold,0.822,0.749,0.725,0,-4.863,0.0558,0.00644,0.00755,0.125,128.004,296493,13,https://p.scdn.co/mp3-preview/71f010963a624821b108b7505cb71dbd606f89c7?cid=b39a670615f14cfca30a8178b3bc3ed6,0.3461924331103675,1.2210368177974082
2tVy7vsdlwdWJ2D0lYFZK3,mpb,Tudo Dói,Gal Costa,0.121,0.222,0.624,2,-14.852,0.211,0.682,0.0,0.211,94.657,161226,13,,-1.7515762499563692,-1.384385012068308
0cYi2oZKIxhJxR2rW6lt5o,dancehall,Deport Them,Various Artists,0.937,0.769,0.855,1,-6.667,0.362,0.0287,0.0,0.118,95.967,189600,13,https://p.scdn.co/mp3-preview/ec0910b66fc34a0b42a7e0d365e4b8dac264343c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.42580414783775794,1.6484597998723833
2QgqC4dlGs2EARgmB8Iu0U,minimal-techno,Ferdinand,Various Artists,0.282,0.327,0.806,0,-13.267,0.113,0.000511,0.949,0.0741,125.007,446004,13,https://p.scdn.co/mp3-preview/104879d3850985bd303a714a6bf44ec24187121f?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3336147476375695,-0.7859928371633433
46x2Og5yJL7EhcReJMscwS,cantopop,Come 2 Me,Raymond Lam,0.462,0.53,0.751,0,-9.524,0.0306,0.0157,0.000592,0.222,115.998,269746,13,https://p.scdn.co/mp3-preview/a38ef4f3101222cf5ecb5ee654241c84daa102ee?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.5255558431545571,-0.11698295217642593
0erSl4bCBQPZLKmVt8J6Jp,idm,Cry Osaka Cry,Arovane,0.727,0.718,0.625,6,-9.264,0.0417,0.0783,0.895,0.104,97.988,308706,13,https://p.scdn.co/mp3-preview/a22dc7d9d1e5b0bbd27160d62164c61a32014c66?cid=b39a670615f14cfca30a8178b3bc3ed6,0.2227942752829123,0.8679482673876464
5oLqSZBY83KCxmkqXhtmsB,afrobeat,Funky Horn,Fela Kuti,0.468,0.777,0.508,5,-6.873,0.112,0.00867,0.814,0.317,121.334,284186,13,https://p.scdn.co/mp3-preview/4c34209f1440b8310bd9b57554ff060cf576ec31?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4576488337287141,-0.094682622676862
5aWqPMsaXxVrs23tfwMkz5,death-metal,Nocturnal Crucifixion,Dying Fetus,0.37,0.836,0.363,2,-14.08,0.0567,0.000371,0.855,0.159,105.534,199320,13,https://p.scdn.co/mp3-preview/e62e43ce3557ee9074d42a0b89c7a9daa175c51b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6925033921745155,-0.45892133783640593
3Y4GJ1fC9YDlgi13y2wpO7,disney,Under Stjärnorna,Various Artists,0.108,0.257,0.3,7,-16.348,0.0461,0.624,0.703,0.239,107.339,224520,13,,-1.612255749183436,-1.4327023926506965
6g2ULy0nMBdvkrP7Ja0ola,samba,Sufoco,Various Artists,0.857,0.422,0.65,2,-14.453,0.0364,0.332,1.39e-05,0.114,126.958,247000,13,https://p.scdn.co/mp3-preview/d68ce9678c352feedc84e77b49ee3a0d739fbfc4?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.9554591026824653,1.351122073211531
05f2UzcGwNrf8I3lOsDGlu,j-pop,ピンク帽子の“ドレミファソ”,MINMI,0.756,0.312,0.781,0,-7.163,0.034,0.867,0.0,0.217,95.007,442426,13,,-1.3933235336831125,0.9757331933022054
1gpN29arJs1CSowgyfQkvY,malay,Sepi Seorang Perindu,Jamal Abdillah,0.307,0.637,0.196,4,-7.151,0.0342,0.0309,0.0,0.09,70.484,301080,13,https://p.scdn.co/mp3-preview/6aa083c804d8d52abc15e29772ce91787e79bf02?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.0996331693630186,-0.6930747975818269
00LnzFfVTXsehAQ3HaKeKT,tango,Más Solo Que Nunca,Francisco Canaro,0.746,0.315,0.6,4,-9.276,0.0496,0.881,0.00584,0.214,127.461,155596,13,https://p.scdn.co/mp3-preview/89e1989573daa7345ee6e6c213aee796f8928849?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3813817764740037,0.9385659774695988
4nWTTuzOtW077rV17qOOzQ,groove,Cheri Cheri Lady,Dieter Bohlen,0.863,0.836,0.675,10,-6.473,0.0316,0.544,0.00282,0.527,114.234,225346,13,https://p.scdn.co/mp3-preview/37581b93d5d874b542007837bffb7c1c68c5c61c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6925033921745155,1.373422402711095
2ZqUTBPNpTd4oYGblzLpKX,bluegrass,The Ballad of Jed Clampett (with The Foggy Mountain Boys),Various Artists,0.951,0.56,0.551,9,-11.28,0.0352,0.203,8.76e-05,0.366,136.942,123066,13,https://p.scdn.co/mp3-preview/89c950d45c4e75017b50f10cf243c6d21890fc03?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.4061382710634714,1.700493902038032
6p6kuY3qGhZtDUzeqq3lhf,mpb,Gardênia Branca,Filipe Catto,0.4,0.377,0.584,9,-9.466,0.0375,0.653,0.0,0.168,115.959,167440,13,,-1.1345854608190935,-0.3474196903385863
5hIqqWczlyHun9gEbov417,hardstyle,Quiet Dedication - DJ Neophyte & Tha Playah Remix,Evil Activities,0.146,0.958,0.438,6,-5.255,0.132,0.0401,0.00874,0.0615,173.906,313829,13,https://p.scdn.co/mp3-preview/bc2135aa9352bc26de6ea77ad96c749465480659?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1781348520115968,-1.2914669724867918
4vwNEwXAnMZ2xEWhn1UQ3S,j-pop,恋のはじまりはいつも突然に,chay,0.889,0.805,0.679,8,-4.717,0.0276,0.0206,0.0,0.361,109.97,208553,12,https://p.scdn.co/mp3-preview/c9458cbe58a1deb31e8486ba5be21528e860c3d2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5691052343470607,1.470057163875872
7B9moyAHkd0lJK3Ufp71We,opera,"Mozart: Le nozze di Figaro, K. 492, Act 4: ""Deh vieni, non tardar"" (Susanna)",Wolfgang Amadeus Mozart,0.046,0.0407,0.282,5,-27.644,0.056,0.986,0.00483,0.0739,106.075,206920,12,https://p.scdn.co/mp3-preview/9db4bd2e3566b518867838b53baea183ff6159a9?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.473256443960163,-1.663139130812857
2NZdIV0Cy7gTqNP6rSqypd,kids,Time After Time,Various Artists,0.339,0.28,0.542,0,-8.254,0.0351,0.848,0.0,0.117,121.628,248226,12,,-1.520702277246937,-0.574139706917486
7B42s5gzgShIdNSu1SNuZT,piano,"Lyric Pieces, Book 2, Op. 38: Halling (Nowegian Dance)",Edvard Grieg,0.543,0.147,0.537,7,-19.633,0.0361,0.993,0.954,0.106,122.784,45160,12,https://p.scdn.co/mp3-preview/a83d8797bf88db575d644b3bdeecea40523c74c8?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.050120180184083,0.18407149606768686
07KTrRLfajXoKbtqOsefSJ,hip-hop,Live Up to My Name,Baka Not Nice,0.573,0.495,0.943,6,-5.964,0.18,0.0575,0.0,0.0952,129.971,180748,12,,-0.6648763439274904,0.29557314356550607
2CHvjyIZ8khtm2ipjz0vmq,trance,Use Somebody - Armin van Buuren Rework,Various Artists,0.046,0.838,0.386,2,-4.825,0.0333,0.0151,0.844,0.0826,135.989,233226,12,https://p.scdn.co/mp3-preview/0fa4e70d25e92fe24c418fc1d8d87bfbb7bcc6fb?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7004645636472546,-1.663139130812857
4TaMW4NABBxR4wDyM5eidA,afrobeat,Windeck - Original Version,Cabo Snoop,0.182,0.865,0.803,9,-4.77,0.511,0.261,0.0,0.126,129.964,210493,12,https://p.scdn.co/mp3-preview/3468f24e6152d5f7bd7282ac204320b9f4074de2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8079403785292317,-1.1576649954894083
6oV7DXDU9sgNI7wtA1UgSj,trance,Vision (Mix Cut) - Intro Edit,Armin van Buuren,0.0479,0.83,0.54,2,-9.125,0.0382,0.0188,0.92,0.401,130.966,303600,12,https://p.scdn.co/mp3-preview/a4ead1fd50ed3e5b49fd208c23f94b3643517de5?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6686198777562984,-1.6560773598046616
2CWA9x0ahUkluLg7hfeSdD,punk,Here Come The Rome Plows,Drive Like Jehu,0.132,0.995,0.158,7,-5.812,0.114,1.48e-05,0.881,0.115,99.643,343040,12,https://p.scdn.co/mp3-preview/82e93265b576bf78b3877715a6c2269fe17463fb?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3254165242572693,-1.3435010746524407
1ibiXN7qZdkXRYmen9Dh3F,j-pop,PIANO CRAZE - Beautiful MIX,H ZETTRIO,0.637,0.767,0.374,7,-8.431,0.0683,0.000902,0.819,0.391,116.241,175320,12,https://p.scdn.co/mp3-preview/0dd0568ecd8279c7bdf49c6c4e462bc649a65eb2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.41784297636501894,0.5334433248941879
2heFgJdEg4OxU21tn6leZV,dance,Booty Free (feat. Dell Harris),Various Artists,0.878,0.893,0.803,11,-6.348,0.0525,0.00244,0.102,0.139,130.002,269644,12,https://p.scdn.co/mp3-preview/7888a03d7ea74b3c341b82d1c8254709bd6a7ba8?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9193967791475783,1.4291732264600048
52j2UXTlpIAlVFWMTOW0Sb,holidays,What Can I Give You This Christmas?,The Lettermen,0.21,0.117,0.329,0,-19.919,0.0353,0.735,0.008,0.117,80.137,165066,12,,-2.1695377522751684,-1.05359679115811
5cFNVdIdzVbfZ37IsKwMyR,samba,Artista É o K - Ao Vivo,Orquestra Imperial,0.673,0.844,0.622,9,-5.215,0.122,0.257,0.0,0.709,131.014,143226,12,https://p.scdn.co/mp3-preview/2c02e4c8777c7cbc36591f374f3349d174e52b2a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7243480780654717,0.6672453018915715
3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144,0.451,0,-11.619,0.0391,0.319,0.0,0.0915,89.948,203520,12,https://p.scdn.co/mp3-preview/1a827b8ac1848e43a955beb5cb87a14568725aa5?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.0620619373931914,-0.9643954731598543
6dmSvj7hdVPHxof7PuHCC8,holidays,"Baby, It's Cold Outside",Steve Tyrell,0.45,0.355,0.498,8,-11.53,0.0346,0.591,0.0,0.0984,97.756,200560,12,https://p.scdn.co/mp3-preview/ce9b3273b4b9c503d3f2bb58413650d7dcdab5d8?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.222158347019223,-0.16158361117555378
0XA48sfKDPJO8aUUS1DXBn,jazz,Vous qui passez sans me voir,Various Artists,0.404,0.406,0.511,5,-8.715,0.035,0.828,9.32e-06,0.124,118.712,175346,12,https://p.scdn.co/mp3-preview/1a5e3a58b2ea77409dd2f0e939620a795424ad73?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.0191484744643775,-0.33255280400554366
00dAUQqGPqeXk5vrn6B6x6,piano,"Lyric Pieces, Book 2, Op. 38: Kanon (Canon)",Edvard Grieg,0.0397,0.0996,0.306,3,-24.175,0.0398,0.996,0.875,0.079,70.811,349733,12,https://p.scdn.co/mp3-preview/79e2bc59c6a23bfe02b25f08396f36454d21eae2?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.238799944087998,-1.6865544767873988
1KZi8JlxElT7YudMvzdTxN,trance,Invasion (A State Of Trance 550 Anthem) - Club Mix,W&W,0.224,0.825,0.702,7,-4.268,0.3,0.0932,0.774,0.096,132.062,410909,12,https://p.scdn.co/mp3-preview/951308faede0603cb150942472c027665681ac35?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6487169490744508,-1.001562688992461
5tvN74QGIU0JAOEnsWjs3E,kids,Recess,Justin Roberts,0.481,0.742,0.532,0,-6.244,0.0898,0.356,0.0,0.353,134.813,241413,12,https://p.scdn.co/mp3-preview/6ccca7bc826295ec50e78a11b6743c51c8d9d1b4?cid=b39a670615f14cfca30a8178b3bc3ed6,0.31832833295578083,-0.046365242094473715
2KjXBNVELrd7LuDIQv1bMp,metalcore,The Motivation,Attack Attack!,0.0769,0.971,0.477,0,-2.459,0.12,0.000799,5.44e-05,0.694,120.009,246013,12,https://p.scdn.co/mp3-preview/86618953916671d676664dc4a688767a787d7d62?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2298824665844006,-1.5482924338901025
29Uf1hxqLNagVglWi3VPIF,groove,Sexual Healing,Marvin Gaye,0.729,0.554,0.802,5,-11.313,0.0599,0.112,0.000163,0.0504,94.388,239360,12,https://p.scdn.co/mp3-preview/f82814c862cf0b7aadab3d68179c716def59672e?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.4300217854816885,0.8753817105541677
4PXfHvjkv6HjGHJmw2lFgL,malay,Getaran Jiwa,Sheila Majid,0.761,0.795,0.635,0,-6.344,0.047,0.105,0.027,0.0569,90.047,270333,12,,0.5292993769833656,0.9943168012185086
3Jn4yNsbxnH3XtLcKFtXTF,j-pop,We The Fire,Jin Akanishi,0.885,0.776,0.61,3,-5.944,0.0785,0.135,0.0135,0.0993,195.952,172960,12,https://p.scdn.co/mp3-preview/7ee7e912da6a5b7dcbfab51f183a6143627da436?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4536682479923446,1.4551902775428294
4V2Fdzax2qcEjL9sdCdRJz,samba,Pot-Pourri: Fim de Caso / Castigo,Emílio Santiago,0.284,0.26,0.596,5,-13.999,0.0287,0.66,0.00152,0.329,74.314,302893,12,https://p.scdn.co/mp3-preview/95150464cfbe2c222f3d8b7d22ee602d9c2f2193?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.6003139919743272,-0.778559393996822
0ExAkPPF8XxSi6tdq2B2Tq,malay,Syurga Dan Neraka (feat. Bienda),Amy Search,0.188,0.844,0.512,9,-8.151,0.0558,0.026,3.21e-05,0.0643,156.037,317320,12,https://p.scdn.co/mp3-preview/caf72a53745b610daebe0f3a5a717364df6c8ac2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7243480780654717,-1.1353646659898444
2dPJtT2yf5CqUWKDD4PycO,groove,I Think We're Alone Now (Re-Recorded / Remastered),Tiffany,0.669,0.885,0.646,2,-5.846,0.0391,3.56e-05,0.0037,0.0797,130.307,225253,12,https://p.scdn.co/mp3-preview/813f4f524be5c9e3417a83b069cdc1d300476aa8?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8875520932566221,0.6523784155585288
3PDVej6MDDJxpvIhnV3FFc,movies,"Harry's Wondrous World (From ""Harry Potter and the Sorcerer's Stone"")",John Williams,0.125,0.25,0.138,0,-17.603,0.038,0.918,0.861,0.0805,172.858,307720,12,https://p.scdn.co/mp3-preview/474274aa559e0aeb068856f5f9d245030d960846?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.6401198493380225,-1.3695181257352653
