id,Genre,track_name,Artist,valence,energy,danceability,key,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,popularity,audio,energy_standard,valence_standard
3aUZv357Bz6okQykfx7cId,piano,Childhood (2),Yann Tiersen,0.263,0.126,0.395,2,-16.843,0.0424,0.996,0.944,0.117,104.077,104800,43,https://p.scdn.co/mp3-preview/8b1b99bc1862ae1dff5104e14d16826dbed213d9?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.133712480647843,-0.8566105472452955
4LfQdFzOTgpExZRZsBO7o3,reggaeton,Síguelo,Wisin & Yandel,0.604,0.929,0.627,3,-4.431,0.297,0.527,0.0,0.143,130.029,215920,43,,1.062697865656881,0.41079151264658637
70XOzn4IstIYPGpcgTFJd2,goth,Call The Ships To Port,Covenant,0.545,0.892,0.562,9,-6.679,0.0808,0.19,0.956,0.233,140.774,295586,43,https://p.scdn.co/mp3-preview/dc92cbb2fc08edef01f575cc67e697292eb0c522?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9154161934112088,0.19150493923420817
1XbC2PUR09MlgmpVbLgF4L,synth-pop,Beating Heart,Various Artists,0.262,0.717,0.552,5,-7.328,0.0711,0.214,2.89e-06,0.141,127.915,211986,43,,0.2188136895465428,-0.8603272688285561
7JbHx1w8yllNESuyp9SYv3,synth-pop,Personal Jesus - Acoustic,Depeche Mode,0.349,0.266,0.667,9,-16.339,0.0362,0.918,0.284,0.136,138.178,207866,43,https://p.scdn.co/mp3-preview/237c09899b5a281010cd8548a7d3d80e527203bb?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5764304775561102,-0.5369724910848797
6qnaCx4wQQBqFd9XdQyWjC,indie,Name For You,The Shins,0.877,0.76,0.639,0,-5.402,0.0317,0.00563,0.0,0.668,123.089,189493,43,https://p.scdn.co/mp3-preview/3acb8526c71b48b9ce0bf4b83985ad195cdd779a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.38997887621043226,1.4254565048767442
4lNznSUjByH5zWpPZFFeff,heavy-metal,Spheres of Madness,Decapitated,0.0863,0.998,0.472,6,-4.674,0.224,2.59e-05,0.596,0.225,154.906,315133,43,https://p.scdn.co/mp3-preview/f7f9423ae620b2d32c074ca8cfbbdc47f78b80ff?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3373582814663778,-1.5133552510074526
3Y1JP1ulhlpgCqRzMQhVJr,sad,Shine On,James Blunt,0.19,0.355,0.363,7,-9.877,0.0457,0.371,7.43e-05,0.0814,180.364,266533,43,https://p.scdn.co/mp3-preview/1b4ca53f5b2bcb0b26a51fc162f6d77eddc166ab?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.222158347019223,-1.1279312228233231
4PRQ8IJzRvbDWNONJWGbwH,synth-pop,Nightcall,London Grammar,0.101,0.306,0.506,9,-10.241,0.028,0.417,0.000333,0.195,100.05,270426,43,https://p.scdn.co/mp3-preview/ea8084f9680d4a93f29f6cb76af0bd36e0e22cac?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.4172070481013295,-1.458719443733521
5evx5is4W5iLY7A5zv82Ut,salsa,Qué Pasa Loco,Issac Delgado,0.961,0.727,0.789,0,-9.011,0.0578,0.252,1.04e-05,0.0676,87.739,378013,43,https://p.scdn.co/mp3-preview/f56cc6db4a90ce91b218d51635d9883586a4ad76?cid=b39a670615f14cfca30a8178b3bc3ed6,0.25861954691023803,1.7376611178706387
6Z8prosDCmjU3hkgEnyId6,guitar,Life Without You,Stevie Ray Vaughan,0.399,0.317,0.649,8,-10.785,0.0318,0.286,0.00437,0.112,129.486,258026,43,https://p.scdn.co/mp3-preview/8d4342f943534eb9d76e16daa287edb7eb4be2ed?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3734206050012647,-0.35113641192184697
506YO37JuV40cnjeVuwlGD,rock,Common Ground,Our Last Night,0.218,0.872,0.476,4,-4.777,0.0709,0.000652,3.47e-05,0.308,74.993,238181,43,https://p.scdn.co/mp3-preview/bc56c2dc7e2d9337c2a5f12e486063401699a83a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8358044786838184,-1.0238630184920248
1GVd8euqs4yQxGyIOLJX0c,industrial,"Axel F - From ""Beverly Hills Cop"" Soundtrack",Various Artists,0.588,0.5,0.786,1,-16.245,0.109,0.0299,0.914,0.0864,117.088,179986,43,,-0.6449734152456428,0.3513239673144159
2ShTk16F2cHvhQtHGlxTR7,french,Les Démons De Minuit,Images,0.881,0.717,0.689,4,-6.936,0.0314,0.0588,1e-05,0.134,117.583,211865,43,https://p.scdn.co/mp3-preview/60c8b867a5d54a8c5739813d5c593c4e07d68966?cid=b39a670615f14cfca30a8178b3bc3ed6,0.2188136895465428,1.4403233912097868
3oSdxIGuxOHZ7pTNKKXGDb,bluegrass,Hard Livin',Railroad Earth,0.906,0.905,0.557,0,-3.566,0.0277,0.168,0.000666,0.145,95.83,295000,43,https://p.scdn.co/mp3-preview/8e161448b025f51f941aa17372768522edc920c1?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9671638079840126,1.5332414307913032
2tCey0QlP8x23tw2wuXkJn,ska,Dopeman,Less Than Jake,0.973,0.921,0.537,0,-2.977,0.0591,0.0367,0.0,0.0517,98.029,126373,43,,1.030853179765925,1.7822617768697666
0ZzDHYLjrJUCYoStbJMDUp,trip-hop,Eight y cinco,Chinese Man,0.894,0.549,0.748,2,-8.412,0.0788,0.174,0.294,0.111,169.996,233880,43,https://p.scdn.co/mp3-preview/ab5cb24d0ec51590c9952c9df6273c86cb735d9f?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.44992471416353613,1.4886407717921752
1GstcZ4ooGDwEFlB9a66H6,study,Primavera,Ludovico Einaudi,0.149,0.164,0.223,0,-15.992,0.0342,0.965,0.856,0.177,140.367,443960,43,,-1.982450222665801,-1.28031680773701
5Sh5RqOkQ7dsjVx998BtS7,swedish,Äckligt,Ansiktet,0.675,0.823,0.545,8,-7.324,0.0773,0.0133,0.0,0.0835,169.997,242200,43,https://p.scdn.co/mp3-preview/29dcdb52d7696cf3407651b09aadb7b97dffbb71?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6407557776017118,0.6746787450580928
5r1pLWSHgVAwmoDcSJ4ogL,heavy-metal,Master of Confusion,Gamma Ray,0.293,0.989,0.49,5,-3.945,0.0831,0.00129,0.00013,0.351,98.017,295280,43,,1.301533009839052,-0.7451088997474761
0Nmu7zxpMYNJ3N9YDY6VEN,indie-pop,How Soon Is Now?,Various Artists,0.832,0.805,0.406,11,-13.317,0.0463,0.00223,0.139,0.0867,190.326,406173,43,https://p.scdn.co/mp3-preview/be0a2f05a9bc9d5a5b600e01df7719ff2dc61cb3?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5691052343470607,1.2582040336300147
1EUv0SPXVRZVrJQlekyYCm,j-pop,うれし涙,SPICY CHOCOLATE,0.397,0.575,0.281,8,-6.475,0.0376,0.686,0.0,0.116,78.715,309013,43,,-0.346429485017929,-0.35856985508836825
6Cm2obgFRdd1IcTR6FnbiS,disney,"Go the Distance - From ""Hercules"" Soundtrack",Various Artists,0.193,0.122,0.251,9,-17.063,0.0359,0.877,0.000756,0.0765,133.361,194160,43,,-2.149634823593321,-1.116781058073541
6s5BwPPzz4bdY5aUHWzqAE,psych-rock,Aquamaria,Colour Haze,0.505,0.527,0.341,5,-11.066,0.0301,0.746,0.889,0.0988,98.193,526293,42,https://p.scdn.co/mp3-preview/4a58841aeec7d728a6887476192b1819f182f6ef?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.5374976003636657,0.04283607590378199
5z0QLEpkbUh00SevSuYxOh,psych-rock,Divine Moments of Truth,Shpongle,0.273,0.704,0.449,6,-8.83,0.0712,0.0194,0.614,0.319,90.822,620333,42,https://p.scdn.co/mp3-preview/bb1d4fa5053189879ddbd97f8037f5a582456360?cid=b39a670615f14cfca30a8178b3bc3ed6,0.167066074973739,-0.819443331412689
7HsBPZz9DNjSoknVFsOwAh,electro,Bootie in Your Face - No Rock Drop,Deorro,0.407,0.938,0.78,0,-4.034,0.0791,0.071,0.144,0.154,127.0,221236,42,https://p.scdn.co/mp3-preview/ef67c08c2cb4d05b1dc00e7aa390734542d66c57?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0985231372842064,-0.3214026392557619
2rdr8VQ1NPnoQLKfqEPFgl,trip-hop,The Hardest,Gasoline,0.313,0.697,0.851,11,-7.343,0.199,0.148,0.0251,0.0927,94.888,242466,42,https://p.scdn.co/mp3-preview/db7a90462a58dbf55faaee1b99bc0204c55a5392?cid=b39a670615f14cfca30a8178b3bc3ed6,0.13920197481915234,-0.670774468082263
5nksa8EqKHSWO9WBj6DnmS,heavy-metal,Halo,Machine Head,0.106,0.969,0.229,9,-4.701,0.214,0.000192,0.0288,0.352,148.918,542586,42,https://p.scdn.co/mp3-preview/ce6630da1a181b905cfdda05a94bb9c60c9b90b8?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2219212951116616,-1.4401358358172178
4p5PMH5fh01p0VeLIyeTei,r-n-b,Hard to Do,K. Michelle,0.107,0.425,0.566,2,-8.255,0.193,0.0595,0.0,0.127,144.993,238266,42,https://p.scdn.co/mp3-preview/05421edc100c51ec121d7c42de9e709370ad20d0?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.9435173454733567,-1.436419114233957
1OppUXF0ZsVATRbEyHOTyA,alternative,Cha-Ching (Till We Grow Older),Imagine Dragons,0.134,0.867,0.515,7,-6.131,0.0391,0.0041,7.5e-06,0.076,129.971,248800,42,,0.8159015500019707,-1.3360676314859194
1cAFDCGAqqzJCxmgto5qxF,dancehall,Unknown Number,Busy Signal,0.453,0.475,0.885,0,-8.268,0.358,0.164,0.0,0.149,82.012,214960,42,https://p.scdn.co/mp3-preview/a2a4b0996394edca462fb02ebb11c77ddb493f9d?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7444880586548808,-0.15043344642577183
07nv6M8pDLGNZoNpwp2RRD,gospel,Stomp,Kirk Franklin,0.732,0.918,0.814,0,-5.389,0.147,0.114,0.0,0.0436,105.86,336533,42,https://p.scdn.co/mp3-preview/398bc4680bd7558c6d8d48854bc270628c0fb0f8?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0189114225568163,0.8865318753039497
6reF60Z1fDFvCpIVLlGupg,songwriter,Wooden Ships,"Crosby, Stills, Nash & Young",0.562,0.28,0.339,4,-14.282,0.0332,0.748,0.128,0.101,158.108,328400,42,https://p.scdn.co/mp3-preview/b43d1e54ddbb9e001ae03aee1b87a501bd723e12?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.520702277246937,0.2546892061496393
321cXoYTsPtmNaVGubsz4o,songwriter,Better Man,Paolo Nutini,0.505,0.434,0.556,7,-9.548,0.0363,0.407,0.00545,0.104,147.507,329046,42,https://p.scdn.co/mp3-preview/c65cb98d0d05a0a15e314e8405937d5f61491dd1?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.907692073846031,0.04283607590378199
3oLullgZ9FsDo6O93nppku,emo,"Some Will Seek Forgiveness, Others Escape",Underoath,0.0808,0.504,0.483,11,-9.033,0.0329,0.0468,0.0,0.109,135.018,261456,42,,-0.6290510723001647,-1.5337972197153862
5wdlG60d0WHoo8P3QzrlbG,soul,"(Don't Worry) If There Is a Hell Below, We're All Going to Go",Curtis Mayfield,0.686,0.755,0.686,1,-8.304,0.0488,0.149,0.063,0.111,119.895,470506,42,https://p.scdn.co/mp3-preview/d7aff6a487bacb38db1b3c0af9e9d4000308f194?cid=b39a670615f14cfca30a8178b3bc3ed6,0.37007594752858464,0.71556268247396
1VA05nvzaZJAUr8jDigJCL,emo,Newport Living,Cute Is What We Aim For,0.482,0.67,0.545,0,-4.858,0.0884,0.197,0.0,0.2,165.013,211320,42,https://p.scdn.co/mp3-preview/0d59ce496e6c9041f99703b5c5d56bfa31801235?cid=b39a670615f14cfca30a8178b3bc3ed6,0.03172615993717566,-0.04264852051121306
2Rddbad3XaTds95LY8iidH,disney,What's This?,Various Artists,0.489,0.411,0.542,5,-13.547,0.0612,0.804,9.53e-06,0.308,81.04,185440,42,,-0.99924554578253,-0.016631469428388477
66mtQ5mRlw7ys2NJCkdJhz,blues,Dirty Pool,Stevie Ray Vaughan,0.531,0.395,0.325,1,-11.709,0.0295,0.573,0.0483,0.131,146.506,300653,42,https://p.scdn.co/mp3-preview/f6197354631403f756dfb91927c6de10625a14ac?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.0629349175644422,0.139470837068559
6pIhN2XWqNhc6o1YS6ZHVH,dancehall,Good Girl Gone Bad (feat. Konshens),Tarrus Riley,0.739,0.716,0.675,9,-3.285,0.282,0.26,0.0,0.411,72.011,257386,42,https://p.scdn.co/mp3-preview/ec95c81b8e67c658a6f8a04951191445d3a3d367?cid=b39a670615f14cfca30a8178b3bc3ed6,0.21483310381017326,0.9125489263867743
6rqY8aewgPpg4ILN96vo3f,kids,Ba Ba Black Sheep,Caspar Babypants,0.902,0.379,0.865,2,-8.634,0.0585,0.821,0.0,0.0737,134.354,127013,42,https://p.scdn.co/mp3-preview/8bd3ec76e3e31771b4b479ee17123b769313b0f1?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.1266242893463545,1.5183745444582606
3PwKz7ML8VnNAp15OzIMWG,guitar,Red House,Jimi Hendrix,0.557,0.454,0.501,5,-8.54,0.0282,0.637,0.0132,0.147,97.189,229960,42,https://p.scdn.co/mp3-preview/8b0b3a83bba6b8894e92594db823743e8bcf3824?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.8280803591186405,0.23610559823333602
6PKAwawgAir6im5AxHcZ2h,spanish,Por Amarte Así,Cristian Castro,0.315,0.681,0.601,1,-4.532,0.0266,0.545,0.0,0.115,128.899,271160,42,https://p.scdn.co/mp3-preview/2b577047b980a9eef5708ba65380dd1c737b15ae?cid=b39a670615f14cfca30a8178b3bc3ed6,0.0755126030372404,-0.6633410249157417
41CHb7F7SXcmkj0h8wekeF,jazz,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,Billie Holiday,0.191,0.0823,0.484,7,-11.273,0.0364,0.98,2.47e-06,0.159,127.089,190800,42,https://p.scdn.co/mp3-preview/4824cb45b4596b5a571ceb0ef33b07ea1efcc5f5?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.307664077327191,-1.1242145012400624
4ccdgqrPG8n28V0FWnWWL9,blues,Saint James Infirmary,Snooks Eaglin,0.622,0.261,0.733,2,-14.56,0.0496,0.494,0.0412,0.0581,91.276,143520,42,https://p.scdn.co/mp3-preview/54dc594a99124139b22122211beef71ed7429f40?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5963334062379577,0.4776925011452781
0tdRMubAsZHiDAUQNMuWVv,reggaeton,Quítame El Dolor,Wisin & Yandel,0.21,0.824,0.756,9,-6.471,0.0417,0.0351,4.32e-05,0.231,125.045,203493,42,,0.6447363633380813,-1.05359679115811
2JvClsYrYfLz76Td6J9MPa,happy,Surfin' U.S.A. - Remastered 2001,The Beach Boys,0.964,0.878,0.545,3,-4.526,0.0377,0.677,0.0,0.127,159.105,148973,42,,0.8596879931020355,1.7488112826204207
6xyx0WMEvDrSbpH5i3Oil6,gospel,King Of Kings (He's A Wonder),CeCe Winans,0.827,0.869,0.79,1,-4.673,0.195,0.0344,0.0,0.25,103.954,264893,42,,0.8238627214747097,1.2396204257137113
21lY6lbHh12V7IstM6WlSv,j-dance,MUGEN ROAD,Various Artists,0.727,0.933,0.597,6,-2.46,0.0813,0.0462,0.0,0.116,94.987,188026,42,https://p.scdn.co/mp3-preview/66b25aae0c99ef884aa6e5cc74ebf95a08dd03b9?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0786202086023593,0.8679482673876464
1rmCtRmkQXWKRhBi91NX3z,study,Song of the Caged Bird,Lindsey Stirling,0.488,0.643,0.476,2,-6.619,0.0345,0.0265,5.75e-06,0.109,86.505,185291,42,https://p.scdn.co/mp3-preview/0529a6af038887cccc4563961db84142906c9150?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.07574965494480146,-0.02034819101164913
2p6WDr28CJXYNglfrneMLL,reggae,Declaration Of Rights - Remastered 2000,Johnny Clarke,0.823,0.427,0.766,4,-10.959,0.336,0.731,0.000572,0.184,74.063,206200,42,,-0.9355561740006176,1.2247535393806688
3ytUgxZj1EYHb8zlk5VKk6,classical,Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,0.0498,0.0836,0.0804,11,-21.007,0.04,0.767,0.853,0.119,82.14,266840,42,https://p.scdn.co/mp3-preview/65419e4362b9c567846a1ed641b2d732f7ef90ac?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.3024893158699107,-1.6490155887964664
22YrEL6IbDx4axzr8Wpw9M,latino,La Vida Es Un Carnaval,Various Artists,0.827,0.751,0.816,0,-4.951,0.0617,0.453,0.00115,0.302,104.009,276040,42,,0.3541536045831066,1.2396204257137113
119PWdKmByTGpSY3Hmffnz,rockabilly,Every Little Thing,Carlene Carter,0.834,0.937,0.63,4,-4.839,0.0372,0.39,2.16e-06,0.103,148.826,194386,42,https://p.scdn.co/mp3-preview/2cc709f48a3f1318befdb566aac42730a304829d?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0945425515478373,1.265637476796536
1rbVHN9kCEauy7JQ1QnvHa,bluegrass,Bird In A House,Railroad Earth,0.742,0.818,0.492,9,-6.083,0.0322,0.319,0.00361,0.199,156.613,328800,42,,0.6208528489198641,0.9236990911365562
6bUY5gyWysgz4yD5ZjhjbT,movies,"Some People Are Worth Melting For - From ""Frozen""/Score",Various Artists,0.0396,0.0469,0.133,4,-23.376,0.0425,0.967,0.814,0.411,87.705,126040,42,,-2.4485768123946716,-1.6869261489457248
3i3g2kJg5DMrp0rC5g98Ow,movies,The Countdown,James Newton Howard,0.0335,0.399,0.27,2,-16.951,0.0846,0.185,0.813,0.158,85.297,118413,42,,-1.047012574618964,-1.7095981506036149
1FxrfPSbuTG1Y3FcQOLtck,movies,Requiem On Water,Various Artists,0.21,0.183,0.685,0,-13.823,0.0342,0.939,0.0,0.0978,110.0,143600,42,https://p.scdn.co/mp3-preview/df4b4893eb66ab80c492a56b45133b65e210849f?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.9068190936747804,-1.05359679115811
5PU6F7feSaAPhvSv4GbQLP,metalcore,Unbroken,Killswitch Engage,0.311,0.989,0.388,5,-2.475,0.0659,4.25e-05,0.437,0.408,110.139,188733,42,https://p.scdn.co/mp3-preview/8e79c9ba6f533894c17717f02d9b1ee8a4f9dce8?cid=b39a670615f14cfca30a8178b3bc3ed6,1.301533009839052,-0.6782079112487843
2ar6N0eVWjj0ooGEBR57RZ,children,Woody's Roundup,Various Artists,0.717,0.336,0.874,2,-11.438,0.0613,0.639,9.8e-05,0.0926,105.85,113440,42,,-1.2977894760102437,0.8307810515550399
2BNonWqC7arlCrknZPyoEN,salsa,Un Verano En Nueva York,Andy Montañez,0.714,0.657,0.544,0,-7.457,0.0406,0.476,0.0463,0.298,118.226,441360,42,https://p.scdn.co/mp3-preview/a3550078d796191a59022e192e5c4b9b7fcc3227?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.020021454635628134,0.8196308868052579
2J8FymmQmH3Z8vROUsA1q7,metalcore,Take This Oath,Killswitch Engage,0.316,0.983,0.387,5,-4.063,0.16,4.03e-05,0.0811,0.207,184.006,226666,42,https://p.scdn.co/mp3-preview/225c6b990f990eedf1b186e29b869a7081ad7636?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2776494954208348,-0.659624303332481
77o5lCGzfnfVzeEhCgn1BD,metalcore,Vengeance,"Woe, Is Me",0.355,0.972,0.48,6,-3.991,0.105,2.66e-05,0.00446,0.0942,134.999,256944,42,https://p.scdn.co/mp3-preview/f3aed1ffc3651ba9ad7b209f1d24f80133eaf6e0?cid=b39a670615f14cfca30a8178b3bc3ed6,1.23386305232077,-0.5146721615853157
4flRg2zM66h5fho3Yce2bx,show-tunes,No Place Like London,Various Artists,0.0961,0.177,0.314,3,-14.871,0.0383,0.864,0.011,0.0958,110.188,331960,42,https://p.scdn.co/mp3-preview/e3efdff9a047e9320da0ad70b69a2ca8f853d977?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.9307026080929974,-1.4769313794914982
77DvhwGhnmfrXWwiJzeIMC,garage,Psycho,The Sonics,0.717,0.643,0.567,0,-11.354,0.0367,0.671,0.0,0.588,140.543,140866,42,https://p.scdn.co/mp3-preview/3f640329eab1090c2227cce6fe1fc1d2d1fbf205?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.07574965494480146,0.8307810515550399
0J9k0wj1CPpgC6dgHUASWr,movies,Duduk Of The North,The Lyndhurst Orchestra,0.0377,0.142,0.193,2,-19.996,0.0385,0.975,0.934,0.122,102.638,333333,42,,-2.0700231088659304,-1.6939879199539203
7Inxk0cVIbPysrKayymnmf,show-tunes,"Nature Boy - From ""Moulin Rouge"" Soundtrack",Various Artists,0.0563,0.0761,0.12,5,-15.276,0.039,0.339,0.000351,0.12,89.243,205533,42,,-2.332343708892682,-1.624856898505272
1c8CQopCesN9jMm54Io9LW,malay,Kosong,Najwa Latif,0.599,0.728,0.536,7,-5.147,0.0364,0.0627,1.51e-06,0.168,94.947,201706,42,https://p.scdn.co/mp3-preview/954e940d3cecbb80925ba17845797160d92639bf?cid=b39a670615f14cfca30a8178b3bc3ed6,0.26260013264660753,0.39220790473028305
3B0VU544mmwynbHinTjJP3,new-age,The Stolen Child,Various Artists,0.171,0.239,0.431,4,-14.436,0.0589,0.856,5.03e-06,0.736,138.939,323066,42,https://p.scdn.co/mp3-preview/78feaefedbe2349e581eee7aa9973550a73d0d83?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.6839062924380872,-1.1985489329052754
5tuSu554gnalzbg4t2jKfc,grunge,Tumble in the Rough,Stone Temple Pilots,0.632,0.961,0.536,0,-7.859,0.058,0.0124,0.00512,0.801,136.702,198600,42,https://p.scdn.co/mp3-preview/c1b203150e8c77dc0927ebcfae17e03c0ffc0c5b?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1900766092207054,0.5148597169778847
6r41t4oJtwcBHp4h1ZDMlj,singer-songwriter,I Can't Go for That (No Can Do),Daryl Hall & John Oates,0.964,0.452,0.891,5,-9.086,0.0369,0.0334,0.00113,0.0342,110.586,307306,42,https://p.scdn.co/mp3-preview/23e6eb398a1ce4ded1e5fd0b2b13f7c66e874697?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.8360415305913796,1.7488112826204207
5eRfljNo9nICHm8i77T1rA,classical,Deux Arabesques L. 66: No. 1 Andante con moto,Claude Debussy,0.0561,0.017,0.256,4,-27.418,0.0349,0.994,0.912,0.0663,69.566,234000,42,,-2.5675963259121204,-1.6256002428219243
59K6GctkD8lWljFYa8eE6D,disco,Jump (For My Love) - Single Remix,Various Artists,0.831,0.925,0.853,10,-3.461,0.0989,0.153,2.32e-05,0.361,134.524,254400,42,https://p.scdn.co/mp3-preview/8d52ac4cbe42e146b163a1f69b4b8447925e8fbd?cid=b39a670615f14cfca30a8178b3bc3ed6,1.046775522711403,1.2544873120467541
4NwJWJ7rIZBnv8TwNRhGG2,summer,Left Hand Free,alt-J,0.802,0.877,0.697,3,-4.465,0.0462,0.462,0.00943,0.083,101.99,173630,42,https://p.scdn.co/mp3-preview/b44927147b0178cb888d523586576593454faf7d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.855707407365666,1.1467023861321954
4oxHTcJaYcFYpYNRFD3tyc,emo,Greener with the Scenery,The Used,0.281,0.88,0.356,5,-4.661,0.0406,0.000516,0.0,0.111,164.145,217640,42,https://p.scdn.co/mp3-preview/3a4e7aba658f9a26c5d15610c8dd0219ddce891d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8676491645747746,-0.7897095587466038
2Hf6NFGwSqZqFXp5at5J9h,industrial,A Victory of Love,Alphaville,0.652,0.43,0.732,9,-10.281,0.0474,0.145,0.000267,0.275,118.649,257813,42,https://p.scdn.co/mp3-preview/7154626eca6314f539b5182a5c306281f312ebac?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.9236144167915091,0.5891941486430977
0IebF3yDXM6KJX1xhMkdoe,emo,Chelsea Smile,Bring Me The Horizon,0.22,0.891,0.407,10,-5.201,0.105,3.61e-05,0.0182,0.328,99.898,302560,42,https://p.scdn.co/mp3-preview/2419592e170cc9db2cdde40e3e299c3333151a3d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9114356076748393,-1.0164295753255035
75wR9u92iSZtRuLFQSkgiF,iranian,Ghebleh,Ebi,0.621,0.462,0.639,7,-9.451,0.0328,0.814,0.0,0.182,128.902,279053,42,https://p.scdn.co/mp3-preview/2b7e456c6bc9a61b2af515238b214895783232a7?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7962356732276844,0.4739757795620175
6Xz1aikik2Qy81JXxpHvNB,swedish,Utan dina andetag,Carolina Wallin Pérez,0.153,0.238,0.595,11,-7.565,0.0287,0.902,0.000506,0.114,91.184,260600,42,https://p.scdn.co/mp3-preview/87fc9e2e94d1bc15acd81cfa196e51c35eb9ecfb?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.6878868781744567,-1.2654499214039672
6xU0ojuUR3dAhbnrJPQr1I,synth-pop,Gooey,Glass Animals,0.106,0.369,0.487,11,-13.424,0.0406,0.736,3.75e-05,0.0925,183.114,289306,42,,-1.1664301467100497,-1.4401358358172178
4N42ow0h4JoK68OQwOzsQn,indie-pop,Love Will Tear Us Apart,New Order,0.908,0.921,0.524,2,-7.709,0.0367,0.00103,0.768,0.128,146.849,206226,42,https://p.scdn.co/mp3-preview/b8ff978d203c24942b15daa64413b96541f2e684?cid=b39a670615f14cfca30a8178b3bc3ed6,1.030853179765925,1.5406748739578244
3eS1455bVYxlkk1a2GVTaQ,indie,You Should All Be Murdered,Another Sunny Day,0.947,0.905,0.417,5,-8.986,0.0315,0.000113,0.856,0.277,159.35,278440,42,https://p.scdn.co/mp3-preview/20adc206c0386e4543feb7fbc6ccbd5aa613ea29?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9671638079840126,1.6856270157049895
0VC1EpCNjQRGWtxabI7fK6,industrial,Anarchy,KMFDM,0.378,0.894,0.645,1,-3.892,0.0577,0.000829,0.00629,0.0324,114.902,334186,42,https://p.scdn.co/mp3-preview/259aecebbaeea6ac163e92643b97aa9014860c70?cid=b39a670615f14cfca30a8178b3bc3ed6,0.9233773648839478,-0.4291875651703207
1imfHroOMdTqspOIGnVtOs,afrobeat,If Love Is A Crime,2Baba,0.75,0.7,0.505,9,-5.175,0.104,0.496,0.0,0.111,171.84,269733,42,https://p.scdn.co/mp3-preview/b9d7fcec7d5370e76621452fb23cf35a705be8a2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.1511437320282609,0.9534328638026415
51NHmSOPGDM5zGVooMEDRm,indie,Cohesion,Minutemen,0.372,0.196,0.387,7,-22.884,0.0414,0.931,0.874,0.11,95.946,116933,42,https://p.scdn.co/mp3-preview/fea2723061eac5c504e0c08383d7c5bcbb43ddc0?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.8550714791019765,-0.4514878946698846
5uUs3aLFMiMdcxjV71sSB3,disney,This Is My Idea,Various Artists,0.255,0.189,0.4,10,-18.424,0.0472,0.885,1.46e-06,0.0813,137.845,369816,42,https://p.scdn.co/mp3-preview/994285c1b768babfb4e871d84cfda37d6b09d628?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.8829355792565632,-0.8863443199113807
